epoch training validation
0 [0.7637,1.9906] [0.8019,2.0555]
142 [0.5680,76.1755] [8.1713,103.6970]
143 [0.6021,73.7826] [9.0396,100.6625]
144 [0.6067,71.0121] [8.9897,102.8033]
145 [0.5760,68.4789] [8.7393,103.8229]
146 [0.5892,66.8232] [9.1683,100.6271]
147 [0.5994,64.9414] [9.5845,97.7658]
148 [0.5727,62.9270] [9.7858,94.2947]
149 [0.5788,60.5997] [10.2102,90.8514]
150 [0.5923,58.2528] [8.8938,87.1573]
151 [0.6172,55.6290] [10.1585,83.5055]
152 [0.5841,53.0916] [9.4734,79.5018]
153 [0.5594,50.2427] [9.9395,75.9440]
154 [0.6063,47.4730] [9.7227,72.2884]
155 [0.5505,44.7108] [9.7502,68.9553]
156 [0.5939,41.9987] [9.0931,66.1462]
157 [0.6089,39.4692] [10.1448,63.3344]
158 [0.5226,37.0194] [9.8791,61.4434]
159 [0.5390,34.9491] [10.0439,60.7248]
160 [0.5733,33.6111] [10.2748,62.5901]
161 [0.5471,34.0342] [9.7719,72.7724]
162 [0.5705,39.9975] [9.6661,104.5918]
163 [0.5716,54.1625] [7.8832,150.5143]
164 [0.5352,75.2525] [4.9250,190.6842]
165 [0.5882,99.3271] [4.3861,225.7675]
166 [0.6222,119.3042] [2.2478,244.7947]
167 [0.7021,127.1434] [2.0680,238.2930]
168 [0.7168,119.2587] [1.5843,204.6699]
169 [0.7267,96.7926] [1.7351,154.6172]
170 [0.7390,69.0759] [3.2237,124.2820]
171 [0.8133,97.3444] [1.3302,247.2503]
172 [0.9391,186.4863] [0.6956,385.9756]
173 [0.8592,272.1259] [0.5254,498.2606]
174 [0.8636,339.7656] [0.8969,578.4246]
175 [0.9047,389.8044] [1.8083,633.3708]
176 [0.8159,421.9312] [2.8176,664.3666]
177 [0.9986,439.6208] [4.0621,672.7898]
178 [1.0382,440.5579] [2.4993,657.8027]
179 [1.0360,430.0302] [2.9689,630.4977]
180 [0.9161,411.4883] [1.4411,595.0271]
181 [0.8243,389.8567] [1.8751,558.4319]
182 [0.9216,368.1793] [1.9310,522.1772]
183 [0.8149,345.9442] [0.7410,486.3916]
184 [0.8290,325.1888] [1.4766,453.5907]
185 [0.8015,306.5053] [0.7731,424.5681]
186 [0.7441,289.6758] [0.7131,399.6116]
187 [0.7485,275.2736] [0.8860,379.1210]
188 [0.6768,262.3099] [0.6495,361.4448]
189 [0.6932,251.2295] [0.7790,346.4684]
190 [0.6802,240.3406] [0.7427,332.1880]
191 [0.7293,229.2972] [1.6421,318.9307]
192 [0.6632,217.6308] [2.7868,305.0632]
193 [0.6109,205.9964] [4.5279,291.7195]
194 [0.6329,194.4217] [3.8105,277.9211]
195 [0.6940,182.6922] [4.1204,263.9933]
196 [0.7528,170.8112] [2.8907,248.7075]
197 [0.6836,158.6939] [2.5402,232.9763]
198 [0.7710,146.9570] [2.8581,217.4300]
199 [0.6907,135.3506] [4.7949,201.9658]
