epoch training validation
161 0.1116 0.0892
162 0.1115 0.0901
163 0.1115 0.0885
164 0.1113 0.0895
165 0.1113 0.0902
166 0.1113 0.0905
167 0.1111 0.0888
168 0.1111 0.0884
169 0.1110 0.0889
170 0.1109 0.0891
171 0.1108 0.0892
172 0.1108 0.0893
173 0.1107 0.0898
174 0.1107 0.0888
175 0.1106 0.0890
176 0.1105 0.0883
177 0.1105 0.0882
178 0.1104 0.0884
179 0.1102 0.0884
180 0.1111 0.0889
181 0.1101 0.0888
182 0.1101 0.0885
183 0.1100 0.0893
184 0.1100 0.0883
185 0.1099 0.0894
186 0.1098 0.0885
187 0.1099 0.0886
188 0.1097 0.0879
189 0.1097 0.0886
190 0.1096 0.0890
191 0.1095 0.0878
192 0.1094 0.0886
193 0.1094 0.0884
194 0.1093 0.0888
195 0.1093 0.0883
196 0.1092 0.0888
197 0.1092 0.0881
198 0.1091 0.0891
199 0.1091 0.0892
200 0.1089 0.0888
201 0.1089 0.0885
202 0.1088 0.0878
203 0.1060 0.0860
204 0.1054 0.0859
205 0.1052 0.0857
206 0.1050 0.0861
207 0.1049 0.0860
208 0.1047 0.0860
209 0.1048 0.0860
210 0.1046 0.0859
211 0.1045 0.0854
212 0.1045 0.0859
213 0.1044 0.0856
214 0.1043 0.0855
215 0.1044 0.0856
216 0.1043 0.0857
217 0.1042 0.0852
218 0.1042 0.0854
219 0.1042 0.0858
220 0.1040 0.0855
221 0.1040 0.0855
222 0.1040 0.0856
223 0.1040 0.0853
224 0.1039 0.0854
225 0.1039 0.0854
226 0.1039 0.0860
227 0.1039 0.0856
228 0.1038 0.0852
229 0.1035 0.0851
230 0.1035 0.0853
231 0.1034 0.0852
232 0.1034 0.0853
233 0.1034 0.0852
234 0.1034 0.0854
235 0.1034 0.0853
236 0.1034 0.0853
237 0.1034 0.0853
238 0.1033 0.0853
239 0.1034 0.0852
240 0.1034 0.0852
241 0.1033 0.0854
242 0.1033 0.0852
243 0.1034 0.0854
244 0.1033 0.0853
245 0.1033 0.0853
246 0.1033 0.0852
247 0.1033 0.0852
248 0.1033 0.0852
