epoch training validation
0 [0.7524,2.2588] [0.7227,2.3344]
65 [0.2914,5.8663] [0.7230,7.2757]
66 [0.2913,5.4347] [0.7307,6.9020]
67 [0.2843,5.1641] [0.7413,6.6843]
68 [0.2769,4.9895] [0.7486,6.5395]
69 [0.2751,4.8770] [0.7644,6.4299]
70 [0.2683,4.7790] [0.7531,6.3292]
71 [0.2621,4.7113] [0.7514,6.2436]
72 [0.2608,4.6560] [0.7596,6.1979]
73 [0.2589,4.6383] [0.7790,6.2276]
74 [0.2509,4.7029] [0.7806,6.3463]
75 [0.2551,4.9859] [0.7981,6.7685]
76 [0.2585,6.2767] [0.7802,9.1141]
77 [0.2345,9.6407] [0.8042,13.7377]
78 [0.2482,13.8245] [0.8043,18.5490]
79 [0.2356,18.1160] [0.7963,23.3638]
80 [0.2387,22.5141] [0.8388,28.1090]
81 [0.2450,26.7200] [0.8299,32.4264]
82 [0.2357,30.5874] [0.7925,36.2987]
83 [0.2227,34.0720] [0.8289,39.6058]
84 [0.2194,36.9912] [0.8044,42.2774]
85 [0.2202,39.3015] [0.8367,44.0914]
86 [0.2213,40.7419] [0.8231,44.9292]
87 [0.2068,41.2910] [0.8595,44.8118]
88 [0.2272,40.9322] [0.9779,43.6437]
89 [0.2231,39.6065] [0.8815,41.5398]
90 [0.2095,37.5542] [0.9481,38.7451]
91 [0.2287,34.8647] [0.9683,35.3045]
92 [0.2123,31.6087] [0.9874,31.4390]
93 [0.2032,28.0881] [0.9552,27.3825]
94 [0.2153,24.4612] [1.0766,23.2940]
95 [0.1970,20.7522] [1.0351,19.2167]
96 [0.1941,17.1703] [1.0481,15.3827]
97 [0.2040,13.8583] [1.0749,11.9372]
98 [0.1976,11.0545] [1.0880,9.6941]
99 [0.1977,9.8377] [1.1098,9.7986]
100 [0.1962,10.6858] [1.0808,12.4410]
101 [0.2124,13.8854] [1.0389,17.3265]
102 [0.1996,18.2080] [1.0553,22.5470]
103 [0.1931,22.8006] [1.0574,28.2361]
104 [0.2114,27.5808] [1.0989,34.1611]
105 [0.2277,32.3037] [1.1241,39.9219]
106 [0.2054,37.0396] [1.1524,45.7851]
107 [0.2185,41.6297] [1.3296,51.2443]
108 [0.2293,45.7812] [1.2544,55.8886]
109 [0.2017,49.4925] [1.2520,60.1502]
110 [0.1982,52.7915] [1.2166,63.7878]
111 [0.1786,55.5135] [1.1540,66.6641]
112 [0.1677,57.6694] [1.1133,68.8596]
113 [0.1637,59.2152] [1.0790,70.2902]
114 [0.1776,60.1321] [1.1310,70.8674]
115 [0.1569,60.3453] [1.0541,70.6650]
116 [0.1423,59.9347] [1.1011,69.6767]
117 [0.1489,58.8023] [1.1513,67.8087]
118 [0.1485,56.9501] [1.1906,65.1380]
119 [0.1464,54.5249] [1.1233,61.8515]
120 [0.1348,51.5600] [1.1423,57.9850]
121 [0.1486,48.1475] [1.1872,53.5836]
122 [0.1584,44.2905] [1.2896,48.7141]
123 [0.1485,40.1117] [1.2147,43.7296]
124 [0.1567,35.8112] [1.2314,38.5545]
125 [0.1487,31.4131] [1.2767,33.5018]
126 [0.1624,27.0925] [1.3592,28.4653]
127 [0.1462,23.0146] [1.3292,24.1596]
128 [0.1318,19.3543] [1.3221,20.5381]
129 [0.1396,16.3947] [1.3480,17.8312]
130 [0.1466,14.1109] [1.4317,16.1275]
131 [0.1630,12.3674] [1.3846,14.3358]
132 [0.1724,10.9281] [1.7490,13.8297]
133 [0.1791,9.7814] [1.6786,12.9404]
134 [0.1720,8.9231] [1.7590,12.7690]
135 [0.1846,8.7398] [1.6978,13.4893]
136 [0.1442,10.2674] [1.4964,17.3635]
137 [0.1214,14.5293] [1.4625,24.7430]
138 [0.1243,20.6432] [1.4245,33.9891]
139 [0.1533,27.5520] [1.6456,43.0392]
140 [0.1232,33.9199] [1.4534,51.0424]
141 [0.1214,40.1661] [1.4541,58.7754]
142 [0.1154,45.6431] [1.3634,65.0460]
143 [0.1146,50.1599] [1.4504,69.8918]
144 [0.1170,53.4302] [1.5901,73.1728]
145 [0.1135,55.4036] [1.7582,74.4395]
146 [0.1365,55.7175] [1.9162,73.4577]
147 [0.1178,54.4059] [1.5953,70.8053]
148 [0.1338,51.7883] [1.7178,66.2623]
149 [0.1289,48.0975] [1.9453,60.7558]
150 [0.1240,43.5214] [1.8524,54.2240]
151 [0.1137,38.4128] [1.5751,47.3984]
152 [0.1367,33.0781] [1.6538,40.2288]
153 [0.1135,28.0194] [1.6627,34.3956]
154 [0.1247,24.4658] [1.6434,30.7783]
155 [0.1278,22.7983] [1.6918,29.1613]
156 [0.1375,21.4965] [1.6985,27.3304]
157 [0.1609,20.0889] [1.7437,25.3786]
158 [0.1500,18.5728] [1.8226,23.2807]
159 [0.1552,17.0056] [1.8767,21.1949]
160 [0.2187,15.3775] [1.7886,18.9873]
161 [0.2023,13.7720] [1.8056,17.0723]
162 [0.2968,12.4770] [1.8370,15.6556]
163 [0.2370,11.4263] [2.1715,14.1698]
164 [0.2367,10.3948] [2.2313,12.7000]
165 [0.2836,9.3740] [2.5939,11.2937]
166 [0.3346,8.3631] [2.3297,9.8773]
167 [0.3296,7.4372] [2.0893,8.7231]
168 [0.3080,6.8878] [1.4853,8.1136]
169 [0.1905,6.6291] [1.4999,7.7521]
170 [0.1209,6.3974] [1.4628,7.4735]
171 [0.1072,6.2199] [1.4222,7.2152]
172 [0.0966,6.0314] [1.3565,7.0331]
173 [0.0878,5.8574] [1.3801,6.7743]
174 [0.0632,5.7040] [1.4340,6.6046]
175 [0.0844,5.6049] [1.3944,6.5124]
176 [0.0866,5.5067] [1.4262,6.4589]
177 [0.0990,5.5012] [1.4807,6.3524]
178 [0.0649,5.4869] [1.5176,6.4267]
179 [0.0595,5.6650] [1.5535,6.7359]
180 [0.0612,6.0495] [1.5665,7.3758]
181 [0.0615,6.7881] [1.6049,8.6651]
182 [0.0647,8.3546] [1.6055,11.0429]
183 [0.0473,11.7891] [1.6032,17.2088]
184 [0.0632,20.2085] [1.5906,31.4520]
185 [0.0524,33.5892] [1.6687,48.8279]
186 [0.0693,46.6298] [1.6030,62.8959]
187 [0.0616,58.2380] [1.5526,75.4883]
188 [0.0630,68.3065] [1.6126,86.4898]
189 [0.0544,76.9533] [1.5775,95.6215]
190 [0.0551,83.8217] [1.4799,102.3348]
191 [0.0600,89.0043] [1.5668,107.3045]
192 [0.0476,91.9155] [1.5847,109.3388]
193 [0.0665,92.8913] [1.5192,108.4387]
194 [0.0619,90.9962] [1.7344,105.2585]
195 [0.0633,87.2420] [1.7252,99.7025]
196 [0.0568,81.8643] [1.7080,92.5255]
197 [0.0490,75.4485] [1.9147,84.5533]
198 [0.0672,68.1723] [1.9813,75.7924]
199 [0.0624,60.4792] [1.8424,66.4851]
