epoch training validation
0 [0.7756,2.0169] [0.8019,2.0555]
44 [0.3136,26.0059] [0.4596,32.1852]
45 [0.3143,30.7381] [0.4623,37.5808]
46 [0.3176,35.1714] [0.4326,42.5272]
47 [0.3058,39.1404] [0.4493,46.7946]
48 [0.2955,42.5649] [0.4393,50.4301]
49 [0.2774,45.3718] [0.4492,53.2631]
50 [0.2711,47.4797] [0.4545,55.2414]
51 [0.2758,48.8197] [0.4615,56.3199]
52 [0.2755,49.3359] [0.4859,56.4782]
53 [0.2862,49.0378] [0.4715,55.5979]
54 [0.2886,47.8355] [0.4634,53.8065]
55 [0.2647,45.9075] [0.4697,51.3524]
56 [0.2485,43.5058] [0.4859,48.4278]
57 [0.2586,40.7170] [0.4857,45.1174]
58 [0.2401,37.6263] [0.4905,41.5160]
59 [0.2465,34.2862] [0.5270,37.6863]
60 [0.2600,30.8201] [0.4974,33.8318]
61 [0.2543,27.3501] [0.5473,29.9803]
62 [0.2355,23.9339] [0.5517,26.2813]
63 [0.2221,20.7128] [0.5438,22.8718]
64 [0.2198,17.8007] [0.5558,19.8533]
65 [0.2277,15.2392] [0.5769,17.2757]
66 [0.2079,13.0752] [0.5802,15.1786]
67 [0.2080,11.3793] [0.6451,13.6462]
68 [0.2204,10.1588] [0.6069,12.6841]
69 [0.2238,9.4600] [0.6162,12.3387]
70 [0.2068,9.3084] [0.6504,12.5248]
71 [0.2128,9.5646] [0.7100,13.0861]
72 [0.2468,10.0231] [0.8077,13.6353]
73 [0.2296,10.3841] [0.9172,13.9124]
74 [0.2750,10.5211] [1.0185,13.8288]
75 [0.2917,10.4044] [0.7082,13.5270]
76 [0.2400,10.1679] [0.6418,13.1334]
77 [0.2092,9.9045] [0.6336,12.7576]
78 [0.2080,9.6954] [0.6466,12.4796]
79 [0.2067,9.7195] [0.6663,12.5437]
80 [0.2104,10.1784] [0.6220,13.2675]
81 [0.1994,11.0904] [0.6699,14.6359]
82 [0.2042,12.2011] [0.6835,16.1750]
83 [0.1935,13.3420] [0.6636,17.6613]
84 [0.2024,14.4351] [0.6870,19.1151]
85 [0.2038,15.5455] [0.6852,20.5937]
86 [0.1843,16.6380] [0.7114,22.0496]
87 [0.1807,17.8057] [0.6993,23.6176]
88 [0.1779,18.9650] [0.7261,25.0673]
89 [0.1773,20.0839] [0.7312,26.4375]
90 [0.1844,21.0784] [0.7288,27.6872]
91 [0.1758,21.9582] [0.7538,28.6672]
92 [0.1722,22.6592] [0.7713,29.2694]
93 [0.1780,23.0967] [0.7686,29.6888]
94 [0.1708,23.2666] [0.7992,29.6993]
95 [0.1670,23.1936] [0.8105,29.3347]
96 [0.1824,22.8617] [0.8457,28.6907]
97 [0.1709,22.2713] [0.8570,27.6765]
98 [0.1804,21.3970] [0.9103,26.3190]
99 [0.1797,20.2493] [0.9085,24.7095]
100 [0.1994,18.9136] [0.9034,22.8229]
101 [0.2086,17.5246] [0.9499,20.9995]
102 [0.2056,16.0839] [1.1180,19.1175]
103 [0.2240,14.5207] [1.1580,17.1363]
104 [0.2685,12.8628] [1.2481,15.0483]
105 [0.3396,11.1387] [1.5219,12.9399]
106 [0.3507,9.4313] [1.5403,10.9236]
107 [0.3318,7.9051] [1.1070,9.1378]
108 [0.2694,6.6858] [0.8169,7.7102]
109 [0.2026,5.6587] [0.7505,6.4363]
110 [0.1748,4.6631] [0.7899,5.2653]
111 [0.1581,3.7227] [0.7387,4.1317]
112 [0.1444,3.0104] [0.7621,3.4105]
113 [0.1263,2.6980] [0.8047,3.1359]
114 [0.1330,2.6367] [0.7927,3.0870]
115 [0.1176,2.6463] [0.8483,3.1479]
116 [0.1032,2.6788] [0.8323,3.1981]
117 [0.1158,2.7293] [0.9230,3.3548]
118 [0.1110,2.8089] [0.9251,3.5251]
119 [0.1086,2.9434] [0.9931,3.7780]
120 [0.1269,3.1182] [1.0098,4.2094]
121 [0.1142,3.3995] [1.0139,4.7979]
122 [0.1016,3.9061] [0.9612,5.7340]
123 [0.0970,4.8263] [1.0043,7.7525]
124 [0.0895,6.7268] [1.1326,11.8153]
125 [0.0841,10.1124] [1.1339,17.5530]
126 [0.0798,15.1844] [1.2551,25.3765]
127 [0.0833,21.2807] [1.2594,32.7378]
128 [0.0768,27.2467] [1.1746,39.0851]
129 [0.0788,32.2805] [1.2184,43.9848]
130 [0.0640,35.8004] [1.3557,46.9150]
131 [0.0718,37.9702] [1.2888,48.2771]
132 [0.0602,38.5761] [1.5437,47.7006]
133 [0.0614,37.5951] [1.4851,45.1750]
134 [0.0536,35.2298] [1.7770,41.3569]
135 [0.0690,31.8782] [2.0904,36.3897]
136 [0.0599,27.7213] [2.0126,30.7614]
137 [0.0725,23.0526] [1.5861,25.0930]
138 [0.0504,19.1530] [2.1228,21.7347]
139 [0.0714,17.0429] [2.0056,19.8732]
140 [0.0711,15.4772] [1.9990,17.6958]
141 [0.0850,13.9465] [2.2249,16.1552]
142 [0.0810,12.9072] [1.9691,14.9359]
143 [0.0990,11.8641] [1.8327,13.6571]
144 [0.0975,10.7890] [1.9519,12.3216]
145 [0.0822,9.6648] [1.7416,10.9363]
146 [0.1222,8.5329] [1.6251,9.5051]
147 [0.1174,7.3532] [2.3712,8.1961]
148 [0.1218,6.2799] [3.4152,7.0575]
149 [0.1388,5.7675] [3.4402,6.6677]
150 [0.1332,5.6746] [3.3950,6.5260]
151 [0.1302,5.5740] [3.2820,6.3233]
152 [0.1811,5.4659] [3.8021,6.1283]
153 [0.1992,5.3707] [3.5231,5.9560]
154 [0.2107,5.2404] [2.4409,5.7105]
155 [0.2415,5.1127] [1.9992,5.5266]
156 [0.1965,4.9665] [1.3072,5.4163]
157 [0.1448,4.8611] [1.2849,5.5425]
158 [0.1004,4.8442] [1.3153,5.5942]
159 [0.0807,4.9390] [1.3022,5.5759]
160 [0.0611,5.1818] [1.3634,6.1252]
161 [0.0585,5.6900] [1.3484,7.1721]
162 [0.0604,6.6517] [1.3835,9.1201]
163 [0.0720,8.3759] [1.4066,12.5135]
164 [0.0616,11.3790] [1.4106,19.3586]
165 [0.0578,16.7172] [1.2916,29.4391]
166 [0.0544,28.1078] [1.1029,48.0365]
167 [0.0450,44.4955] [0.9857,70.0206]
168 [0.0473,60.7313] [0.8510,86.2066]
169 [0.0468,71.9629] [0.8813,97.1218]
170 [0.0436,78.7855] [0.9533,102.5810]
171 [0.0467,81.5531] [0.8901,103.2129]
172 [0.0364,80.7645] [0.8712,99.9494]
173 [0.0448,76.4200] [0.9607,91.7398]
174 [0.0371,68.8027] [0.9140,80.8779]
175 [0.0329,59.2124] [1.0397,67.7594]
176 [0.0260,48.6821] [1.0822,54.2692]
177 [0.0277,38.0181] [1.1320,41.0712]
178 [0.0238,29.0704] [1.1262,33.9207]
179 [0.0220,24.9675] [1.2397,30.3068]
180 [0.0277,23.1894] [1.3864,28.2909]
181 [0.0318,21.7364] [1.5134,25.9976]
182 [0.0392,20.2006] [1.7236,24.2359]
183 [0.0412,19.3900] [1.7845,23.4902]
184 [0.0442,18.7079] [1.8848,22.6496]
185 [0.0607,17.9887] [1.9584,21.6450]
186 [0.0924,17.0691] [2.1889,20.7358]
187 [0.0951,16.2257] [2.8572,19.6471]
188 [0.0672,15.2421] [2.0318,18.3719]
189 [0.0418,14.3128] [2.4449,17.2020]
190 [0.0683,13.2740] [2.4049,15.9192]
191 [0.0652,12.2201] [2.1512,14.5259]
192 [0.0606,11.1907] [2.2923,13.2527]
193 [0.0604,10.1074] [2.3316,12.0942]
194 [0.0551,9.0349] [2.4793,10.6815]
195 [0.0704,7.9543] [2.3925,9.3331]
196 [0.0627,6.9153] [2.3264,8.1536]
197 [0.0754,5.8806] [2.2883,6.8787]
198 [0.1277,4.7806] [2.2673,5.4755]
199 [0.1070,3.7492] [2.2465,4.4159]
