epoch training validation
0 [0.6912,2.0216] [0.6627,1.9966]
80 [0.3605,30.8967] [0.6037,43.4133]
81 [0.3776,29.1363] [0.5631,40.7764]
82 [0.3646,27.0324] [0.5807,37.7065]
83 [0.3660,24.6155] [0.5791,34.2464]
84 [0.3519,21.9634] [0.5825,30.4939]
85 [0.3429,19.1005] [0.5992,26.5119]
86 [0.3468,16.1135] [0.5964,22.3754]
87 [0.3315,13.0354] [0.6015,18.2227]
88 [0.3480,10.3046] [0.6044,15.0869]
89 [0.3282,11.7441] [0.6442,23.4271]
90 [0.3295,18.6051] [0.6296,35.0389]
91 [0.3221,26.1695] [0.6329,47.0449]
92 [0.3336,34.0694] [0.6224,59.8080]
93 [0.3313,42.5445] [0.6461,73.5425]
94 [0.3172,51.6821] [0.6602,88.4391]
95 [0.3142,61.6737] [0.6390,104.4572]
96 [0.3176,72.3697] [0.6439,120.9085]
97 [0.3158,83.3963] [0.6815,137.5128]
98 [0.3221,94.6000] [0.6582,153.9827]
99 [0.3207,105.5781] [0.6639,169.6487]
100 [0.3251,116.1044] [0.6750,183.8985]
101 [0.3284,125.6566] [0.6817,196.3645]
102 [0.3128,133.9134] [0.6513,206.4920]
103 [0.3262,140.7197] [0.7685,213.9456]
104 [0.3196,145.8045] [0.7272,218.9226]
105 [0.3279,149.2656] [0.7965,221.0571]
106 [0.3246,150.7245] [0.6909,220.2078]
107 [0.3566,150.1489] [0.8099,216.1023]
108 [0.3427,147.3905] [0.6910,209.0924]
109 [0.3264,142.7741] [0.7590,199.3976]
110 [0.3511,136.0367] [0.8242,186.7107]
111 [0.3470,127.3006] [0.9194,171.3692]
112 [0.3459,117.8642] [0.7755,163.1487]
113 [0.3504,110.2397] [0.7335,151.2782]
114 [0.3870,101.2284] [0.9114,136.5023]
115 [0.3883,90.6306] [0.9179,119.7359]
116 [0.3446,79.0628] [0.8697,101.9973]
117 [0.3456,66.8193] [0.7933,83.4810]
118 [0.3723,54.2038] [0.7883,64.5448]
119 [0.3505,42.3467] [0.8005,53.1386]
120 [0.3418,34.7490] [0.8394,43.4811]
121 [0.3319,29.9004] [0.8469,40.4345]
122 [0.3276,28.5512] [0.8243,38.7490]
123 [0.3365,27.5582] [0.8251,37.4754]
124 [0.3600,27.0257] [1.0269,36.9005]
125 [0.3271,26.9242] [0.8590,37.0543]
126 [0.3161,28.1546] [0.8391,39.8127]
127 [0.3363,32.5515] [0.8339,48.6466]
128 [0.3547,41.5212] [0.8585,64.3335]
129 [0.3319,54.8504] [0.9203,87.2926]
130 [0.3006,72.7675] [0.8736,117.8990]
131 [0.3351,94.7811] [0.9040,153.3375]
132 [0.3251,118.0424] [0.8886,189.2619]
133 [0.3415,140.2080] [0.9377,222.6933]
134 [0.3209,159.7611] [0.9775,250.2791]
135 [0.3000,176.2389] [0.8663,273.5208]
136 [0.3069,190.4860] [0.9640,292.6354]
137 [0.3357,202.2266] [0.9455,306.5583]
138 [0.3685,210.2250] [0.8866,313.7434]
139 [0.3326,214.0614] [0.9500,315.6600]
140 [0.3331,215.1891] [0.8910,313.7089]
141 [0.3799,213.3266] [0.9187,306.6485]
142 [0.3429,208.4666] [0.9105,296.2028]
143 [0.3181,201.5142] [0.8950,283.3657]
144 [0.3140,193.1633] [0.9203,268.5805]
145 [0.3634,183.5163] [1.5051,251.9949]
146 [0.3348,172.4789] [0.9408,233.5225]
147 [0.3244,160.4187] [0.9522,214.6686]
148 [0.3419,148.0950] [0.9348,195.6966]
149 [0.3460,135.6645] [1.0028,176.8666]
150 [0.3289,123.3953] [1.1407,158.7545]
151 [0.3384,111.5144] [1.0164,141.5701]
152 [0.3989,100.0572] [1.0918,125.4005]
153 [0.3718,89.3318] [1.1887,110.5858]
154 [0.4042,79.3074] [1.4103,97.2443]
155 [0.3722,70.2641] [1.1442,85.5630]
156 [0.3238,62.3369] [1.0333,76.0213]
157 [0.3020,55.8293] [1.0159,68.5535]
158 [0.3085,50.4753] [1.0562,63.5233]
159 [0.3206,46.6413] [1.1424,60.8384]
160 [0.3109,43.9266] [1.2437,59.5765]
161 [0.2978,41.9330] [1.4797,58.8461]
162 [0.2832,40.2774] [1.2996,58.0348]
163 [0.2667,38.9200] [1.2954,57.1264]
164 [0.2460,37.8611] [1.1197,56.2189]
165 [0.2299,37.0559] [1.2301,55.5362]
166 [0.2407,36.4874] [1.2223,55.0289]
167 [0.2316,36.1155] [1.2481,54.7235]
168 [0.2397,35.8833] [1.2721,54.6262]
169 [0.2373,35.7958] [1.1822,54.7522]
170 [0.2235,35.8189] [1.2643,55.1441]
171 [0.2255,36.0121] [1.2488,55.7246]
172 [0.2329,36.2888] [1.2876,56.5027]
173 [0.2187,36.6759] [1.3029,57.4261]
174 [0.2195,37.0679] [1.2474,58.3733]
175 [0.2197,37.4495] [1.3059,59.3647]
176 [0.2219,37.8486] [1.1311,60.2054]
177 [0.2225,38.1808] [1.2644,60.9745]
178 [0.2178,38.4201] [1.3254,61.4726]
179 [0.2118,38.4827] [1.1492,61.6334]
180 [0.2084,38.3050] [1.1273,61.3953]
181 [0.2102,37.9104] [1.1896,60.6580]
182 [0.2102,37.1437] [1.1205,59.3318]
183 [0.2148,36.0283] [1.0538,57.4173]
184 [0.2070,34.5748] [1.1488,54.9099]
185 [0.2068,32.6878] [1.1989,51.7543]
186 [0.2039,30.4622] [1.0910,47.9577]
187 [0.2191,27.8222] [1.0632,43.5703]
188 [0.2101,24.8928] [1.1657,38.7967]
189 [0.2012,21.7444] [1.1757,33.7639]
190 [0.1974,18.7953] [1.1418,30.5924]
191 [0.2114,17.9807] [1.2208,35.7911]
192 [0.2041,24.8891] [1.1713,49.9185]
193 [0.1954,35.5187] [1.1411,67.7558]
194 [0.1852,48.6576] [1.0640,92.2312]
195 [0.2255,66.1399] [0.9836,123.7335]
196 [0.1960,87.6643] [1.0089,159.8283]
197 [0.1976,112.4846] [0.9994,197.6429]
198 [0.1756,138.0699] [1.0781,233.2273]
199 [0.2010,162.7052] [0.9635,264.8316]
