epoch training validation
0 [0.6842,2.0145] [0.6627,1.9966]
40 [0.2577,2.8400] [0.6158,3.1213]
41 [0.2785,2.7068] [0.6530,3.0044]
42 [0.2329,2.6016] [0.6505,2.8875]
43 [0.2410,2.5336] [0.7528,2.8567]
44 [0.2212,2.4732] [0.6674,2.7789]
45 [0.2404,2.4382] [0.7920,2.7973]
46 [0.2148,2.4135] [0.7299,2.7745]
47 [0.2573,2.4070] [0.7302,2.8008]
48 [0.2081,2.4079] [0.7180,2.8138]
49 [0.2258,2.4290] [0.8068,2.9162]
50 [0.2059,2.4649] [0.7624,2.9972]
51 [0.1961,2.5318] [0.7666,3.1644]
52 [0.2077,2.6308] [0.7878,3.3904]
53 [0.2118,2.8102] [0.7791,3.9321]
54 [0.1947,3.2395] [0.8381,5.1563]
55 [0.2008,4.4499] [0.8679,7.9255]
56 [0.1927,7.0833] [0.8622,12.7991]
57 [0.1923,10.9315] [0.8658,18.4830]
58 [0.2243,15.2960] [0.8305,24.3749]
59 [0.2389,19.5827] [0.9451,29.3738]
60 [0.2304,23.1841] [0.9994,33.3704]
61 [0.2541,26.1288] [1.0843,36.6224]
62 [0.2317,28.5074] [0.9322,39.3195]
63 [0.2078,30.4125] [0.7961,41.4356]
64 [0.1825,31.8819] [0.6996,43.0501]
65 [0.1535,33.0352] [0.7346,44.2746]
66 [0.1662,33.8977] [0.7700,45.0786]
67 [0.1702,34.3728] [0.8277,45.3391]
68 [0.1589,34.4193] [0.8548,45.0223]
69 [0.1529,34.0159] [0.8089,44.2511]
70 [0.1450,33.2800] [0.8133,43.0477]
71 [0.1351,32.2068] [0.8450,41.4112]
72 [0.1380,30.8139] [0.9653,39.3995]
73 [0.1284,29.1456] [0.9131,37.1372]
74 [0.1338,27.3092] [1.0680,34.6466]
75 [0.1266,25.3265] [1.0714,31.9701]
76 [0.1404,23.1432] [0.9445,29.1526]
77 [0.1267,20.9208] [1.0538,26.2694]
78 [0.1396,18.7012] [0.9758,23.4440]
79 [0.1292,16.5449] [0.9457,20.7952]
80 [0.1200,14.7791] [0.9986,18.7560]
81 [0.1548,13.4544] [1.0596,17.1474]
82 [0.1462,12.2480] [1.0682,15.6595]
83 [0.1490,11.1280] [1.1698,14.2762]
84 [0.1583,10.2100] [1.4689,13.2713]
85 [0.1616,9.7352] [1.2180,13.0524]
86 [0.1371,9.8677] [1.2304,13.7160]
87 [0.1158,10.6233] [1.1962,15.1355]
88 [0.0996,11.7981] [1.1784,17.0508]
89 [0.1109,13.2848] [1.2098,19.2926]
90 [0.0873,15.1720] [1.3310,22.2339]
91 [0.0885,17.5687] [1.3008,25.6701]
92 [0.0886,20.4846] [1.3024,29.8226]
93 [0.0877,23.9714] [1.5275,34.8205]
94 [0.0851,27.9513] [1.6418,40.2213]
95 [0.0840,32.2834] [1.4673,45.7481]
96 [0.0781,36.6986] [1.6729,51.2980]
97 [0.0761,40.8464] [1.4700,56.0924]
98 [0.0793,44.4630] [1.4009,60.1214]
99 [0.0786,47.5252] [1.3313,63.4947]
100 [0.0726,49.9344] [1.4463,65.8615]
101 [0.0829,51.5276] [1.2748,67.2459]
102 [0.0822,52.2498] [1.4484,67.4490]
103 [0.0819,52.1792] [1.4098,66.7317]
104 [0.0775,51.3150] [1.3886,65.1031]
105 [0.0726,49.8602] [1.4341,62.9128]
106 [0.0674,47.9446] [1.4180,60.0353]
107 [0.0849,45.5211] [1.4400,56.6170]
108 [0.0873,42.6486] [1.6278,52.5385]
109 [0.0895,39.4534] [1.7360,48.2761]
110 [0.0897,36.0474] [1.6255,43.8986]
111 [0.1056,32.4663] [1.8204,39.0026]
112 [0.1376,28.7732] [1.6804,34.6003]
113 [0.1429,25.1207] [2.0927,29.5935]
114 [0.2009,21.8535] [2.5704,26.4476]
115 [0.1758,19.5959] [3.2343,24.8611]
116 [0.2174,17.9755] [2.8300,23.2637]
117 [0.2434,16.5936] [2.4357,21.6626]
118 [0.2541,15.3045] [2.5057,20.3575]
119 [0.3014,14.0850] [1.8897,18.6795]
120 [0.3629,13.0152] [1.8887,17.5700]
121 [0.4083,11.9197] [1.4878,15.7938]
122 [0.3204,10.9679] [1.4195,14.3436]
123 [0.1141,10.0536] [1.2875,13.7210]
124 [0.0780,9.6869] [1.3440,13.4760]
125 [0.0798,9.6712] [1.2896,13.8314]
126 [0.0741,9.9501] [1.3280,14.3119]
127 [0.0640,10.5034] [1.4009,15.2237]
128 [0.0539,11.4331] [1.3463,17.0386]
129 [0.0725,13.0677] [1.3895,19.6269]
130 [0.0482,15.4437] [1.4477,23.3024]
131 [0.0647,18.7635] [1.3637,28.4000]
132 [0.0547,22.9337] [1.4046,34.3148]
133 [0.0486,27.8865] [1.4349,41.2963]
134 [0.0481,33.6490] [1.4156,49.2339]
135 [0.0412,39.9826] [1.5033,57.6046]
136 [0.0363,46.5000] [1.4143,66.2333]
137 [0.0394,53.0932] [1.3772,74.5020]
138 [0.0403,59.1474] [1.4444,81.9045]
139 [0.0511,64.6218] [1.4864,88.1432]
140 [0.0413,68.8801] [1.4648,92.6219]
141 [0.0342,72.3056] [1.4695,96.4187]
142 [0.0371,75.0269] [1.4293,99.2538]
143 [0.0381,77.0313] [1.4853,101.1695]
144 [0.0482,78.3473] [1.5905,102.1135]
145 [0.0363,78.8557] [1.4650,102.2759]
146 [0.0285,78.6616] [1.5170,101.4414]
147 [0.0496,77.7459] [1.7136,99.4947]
148 [0.0484,75.9719] [1.6229,96.8003]
149 [0.0472,73.5491] [2.2877,93.0685]
150 [0.0656,70.2041] [1.8742,88.3109]
151 [0.0513,66.1706] [1.6281,83.0476]
152 [0.0513,61.7903] [1.8226,77.2906]
153 [0.0595,57.1528] [1.8179,71.1242]
154 [0.0559,52.3231] [1.8958,64.9726]
155 [0.0699,47.4625] [2.0661,58.7458]
156 [0.0626,42.6282] [2.0746,52.9297]
157 [0.0587,37.7604] [2.5779,47.3742]
158 [0.0820,33.8240] [2.5512,42.9092]
159 [0.0988,30.4930] [2.1875,38.1532]
160 [0.0699,27.1914] [2.3123,33.9842]
161 [0.0948,23.9352] [2.3307,29.3138]
162 [0.0888,20.7070] [3.0522,25.8370]
163 [0.1458,17.6255] [3.0735,21.9005]
164 [0.1586,15.2701] [2.3497,19.6375]
165 [0.0925,14.0363] [4.0672,18.6634]
166 [0.1453,13.2459] [4.1571,17.6311]
167 [0.1321,12.6293] [3.0665,16.9634]
168 [0.1699,12.1217] [2.8658,16.6533]
169 [0.1036,11.8372] [2.3237,16.9082]
170 [0.0264,11.9999] [2.4339,17.4749]
171 [0.0321,12.9098] [2.2759,19.5084]
172 [0.0243,14.9466] [2.3060,22.8615]
173 [0.0190,18.3405] [2.1704,28.4068]
174 [0.0226,23.2113] [1.8856,35.7556]
175 [0.0181,29.1018] [1.8844,43.9015]
176 [0.0216,36.2219] [1.7630,53.7991]
177 [0.0148,44.5169] [1.7149,65.1387]
178 [0.0182,54.1235] [1.6433,77.9852]
179 [0.0315,64.8276] [1.6046,91.2773]
180 [0.0166,75.6895] [1.5167,105.1305]
181 [0.0199,87.3742] [1.5404,119.9021]
182 [0.0176,99.4612] [1.3839,134.6539]
183 [0.0263,111.2153] [1.3826,148.3981]
184 [0.0182,122.1786] [1.3714,161.2007]
185 [0.0188,132.1385] [1.4806,172.3144]
186 [0.0174,140.3756] [1.3351,181.0693]
187 [0.0205,146.8667] [1.3806,187.6327]
188 [0.0199,151.4553] [1.5072,191.7911]
189 [0.0219,154.0120] [1.7514,193.4916]
190 [0.0236,154.3199] [1.3049,192.5128]
191 [0.0192,152.5184] [1.4709,189.0571]
192 [0.0144,149.2667] [1.4196,184.2771]
193 [0.0151,144.7706] [1.5401,177.8305]
194 [0.0212,138.8933] [1.5428,169.8089]
195 [0.0221,131.6533] [1.9108,160.1471]
196 [0.0231,123.5032] [2.1609,149.6655]
197 [0.0167,114.5131] [1.6973,138.4447]
198 [0.0150,105.1768] [1.8417,126.9808]
199 [0.0227,95.8760] [1.7461,115.5833]
