epoch training validation
0 [0.6912,2.0216] [0.6627,1.9966]
57 [0.3065,1.7838] [1.5196,1.8392]
58 [0.3030,1.7721] [1.5685,1.8250]
59 [0.3014,1.7671] [1.6096,1.8190]
60 [0.2980,1.7627] [1.6047,1.8295]
61 [0.2953,1.7531] [1.5916,1.8342]
62 [0.2914,1.7461] [1.6188,1.8296]
63 [0.2883,1.7445] [1.6475,1.8228]
64 [0.2831,1.7343] [1.6686,1.8139]
65 [0.2778,1.7323] [1.7026,1.8024]
66 [0.2778,1.7286] [1.6918,1.8254]
67 [0.2745,1.7246] [1.7417,1.8252]
68 [0.2728,1.7223] [1.7404,1.8042]
69 [0.2682,1.7142] [1.7604,1.8101]
70 [0.2616,1.7123] [1.7995,1.8173]
71 [0.2670,1.7113] [1.7965,1.8056]
72 [0.2637,1.7028] [1.7936,1.8122]
73 [0.2646,1.7039] [1.7853,1.8187]
74 [0.2534,1.6991] [1.8253,1.8321]
75 [0.2554,1.6996] [1.8469,1.8342]
76 [0.2474,1.6958] [1.8854,1.8415]
77 [0.2522,1.6951] [1.9082,1.8356]
78 [0.2442,1.6927] [1.9411,1.8533]
79 [0.2409,1.6892] [1.9133,1.8467]
80 [0.2444,1.6892] [1.9090,1.8753]
81 [0.2337,1.6821] [2.0484,1.9025]
82 [0.2380,1.6840] [1.9853,1.8882]
83 [0.2363,1.6823] [1.9899,1.9058]
84 [0.2321,1.6791] [2.0211,1.9246]
85 [0.2269,1.6758] [2.0394,1.9237]
86 [0.2245,1.6741] [2.1348,1.9746]
87 [0.2264,1.6744] [2.0664,1.9678]
88 [0.2220,1.6764] [2.1521,1.9844]
89 [0.2192,1.6710] [2.2031,2.0126]
90 [0.2191,1.6684] [2.1572,2.0195]
91 [0.2200,1.6745] [2.2030,2.0234]
92 [0.2098,1.6650] [2.2494,2.0357]
93 [0.2146,1.6681] [2.2995,2.0571]
94 [0.2087,1.6719] [2.3005,2.0729]
95 [0.2073,1.6678] [2.3329,2.1075]
96 [0.2040,1.6623] [2.3219,2.1008]
97 [0.1971,1.6641] [2.3631,2.1239]
98 [0.1977,1.6630] [2.3810,2.1279]
99 [0.1999,1.6649] [2.4176,2.1565]
100 [0.1954,1.6626] [2.5662,2.1810]
101 [0.1984,1.6577] [2.6258,2.1764]
102 [0.1948,1.6588] [2.4644,2.1855]
103 [0.1941,1.6630] [2.5309,2.2019]
104 [0.1909,1.6593] [2.4838,2.2057]
105 [0.1882,1.6584] [2.6128,2.2149]
106 [0.1969,1.6590] [2.6335,2.2008]
107 [0.1869,1.6587] [2.7438,2.2421]
108 [0.1927,1.6611] [2.6137,2.2483]
109 [0.1834,1.6592] [2.6424,2.2467]
110 [0.1746,1.6623] [2.6590,2.2818]
111 [0.1782,1.6582] [2.7553,2.2724]
112 [0.1786,1.6574] [2.8511,2.2995]
113 [0.1762,1.6534] [2.8021,2.3217]
114 [0.1700,1.6577] [2.8652,2.3139]
115 [0.1632,1.6551] [2.8779,2.3160]
116 [0.1598,1.6510] [2.8871,2.3790]
117 [0.1646,1.6590] [2.9436,2.3623]
118 [0.1616,1.6634] [2.8814,2.3545]
119 [0.1790,1.6621] [2.8443,2.3496]
120 [0.1553,1.6456] [2.9929,2.3627]
121 [0.1509,1.6547] [3.0082,2.3877]
122 [0.1579,1.6627] [3.2259,2.4557]
123 [0.1456,1.6513] [3.1004,2.4052]
124 [0.1448,1.6500] [3.4166,2.3996]
125 [0.1541,1.6554] [3.3812,2.4325]
126 [0.1525,1.6581] [3.1445,2.4034]
127 [0.1525,1.6549] [3.1223,2.4076]
128 [0.1593,1.6526] [3.3092,2.3908]
129 [0.1567,1.6573] [3.4736,2.4076]
130 [0.1472,1.6492] [3.2809,2.4131]
131 [0.1444,1.6564] [3.4310,2.3962]
132 [0.1412,1.6526] [3.2510,2.3745]
133 [0.1633,1.6527] [3.3103,2.3765]
134 [0.1357,1.6500] [3.3335,2.3999]
135 [0.1455,1.6583] [3.3472,2.3847]
136 [0.1425,1.6522] [3.4765,2.4238]
137 [0.1540,1.6617] [3.2247,2.3792]
138 [0.1541,1.6547] [3.2116,2.3945]
139 [0.1471,1.6530] [3.1172,2.3832]
140 [0.1397,1.6570] [3.1182,2.3998]
141 [0.1524,1.6554] [3.0461,2.3778]
142 [0.1319,1.6532] [2.9393,2.3993]
143 [0.1428,1.6558] [3.0204,2.3655]
144 [0.1380,1.6499] [2.9439,2.4083]
145 [0.1284,1.6509] [3.0987,2.4117]
146 [0.1191,1.6520] [3.1533,2.3929]
147 [0.1245,1.6533] [3.2135,2.4108]
148 [0.1187,1.6582] [3.2674,2.4187]
149 [0.1159,1.6571] [3.0204,2.4038]
150 [0.1216,1.6594] [3.1491,2.3932]
151 [0.1203,1.6489] [3.1439,2.3820]
152 [0.1205,1.6601] [3.2487,2.3866]
153 [0.1192,1.6578] [3.2124,2.4097]
154 [0.1237,1.6506] [3.1735,2.4306]
155 [0.1190,1.6520] [3.2909,2.3770]
156 [0.1147,1.6529] [3.3125,2.3155]
157 [0.1043,1.6557] [3.2817,2.3230]
158 [0.1011,1.6527] [3.4554,2.3617]
159 [0.1027,1.6584] [3.3879,2.3018]
160 [0.1060,1.6549] [3.3512,2.3029]
161 [0.1049,1.6455] [3.5128,2.3109]
162 [0.1084,1.6517] [3.5070,2.2811]
163 [0.0973,1.6498] [3.5314,2.3303]
164 [0.1045,1.6457] [3.5174,2.2900]
165 [0.1023,1.6530] [3.5602,2.3569]
166 [0.1006,1.6475] [3.5597,2.3164]
167 [0.0981,1.6446] [3.6567,2.3231]
168 [0.1097,1.6456] [3.8046,2.3611]
169 [0.1043,1.6463] [3.7547,2.3393]
170 [0.0974,1.6456] [3.8106,2.3417]
171 [0.1105,1.6493] [3.4901,2.3434]
172 [0.1033,1.6519] [3.7825,2.3119]
173 [0.0989,1.6496] [3.4804,2.2610]
174 [0.0997,1.6483] [3.7215,2.2718]
175 [0.0979,1.6435] [3.6859,2.2688]
176 [0.1044,1.6564] [3.7445,2.2587]
177 [0.0934,1.6508] [3.6954,2.2676]
178 [0.0881,1.6485] [3.6337,2.2568]
179 [0.0984,1.6501] [3.6471,2.2881]
180 [0.0847,1.6518] [3.7374,2.3152]
181 [0.0909,1.6503] [3.7938,2.2727]
182 [0.1028,1.6523] [3.6083,2.2552]
183 [0.0936,1.6493] [3.7266,2.2479]
184 [0.0993,1.6421] [3.7971,2.2643]
185 [0.1124,1.6477] [3.8386,2.2221]
186 [0.0993,1.6422] [3.6301,2.1836]
187 [0.1025,1.6509] [3.6538,2.2118]
188 [0.1000,1.6423] [3.9373,2.2446]
189 [0.1034,1.6416] [3.5546,2.1941]
190 [0.1022,1.6440] [3.4494,2.2121]
191 [0.1177,1.6485] [3.6032,2.1818]
192 [0.1098,1.6448] [3.3525,2.1760]
193 [0.1041,1.6467] [3.4483,2.1914]
194 [0.1130,1.6517] [3.3554,2.1731]
195 [0.1252,1.6513] [3.2492,2.1884]
196 [0.1278,1.6511] [3.1791,2.1122]
197 [0.1295,1.6569] [3.0086,2.1170]
198 [0.1436,1.6539] [2.8854,2.1184]
199 [0.1642,1.6535] [2.8000,2.1244]
