epoch training validation
0 [0.6912,2.0216] [0.6627,1.9966]
131 [0.5128,74.5467] [1.6702,120.4879]
132 [0.5065,101.7460] [1.0475,162.5901]
133 [0.6327,131.8646] [0.8015,208.8275]
134 [0.5120,163.3667] [0.8204,257.2664]
135 [0.4793,196.3491] [0.8702,309.3356]
136 [0.5263,231.0790] [0.7863,363.5529]
137 [0.5246,266.3658] [0.7761,415.5903]
138 [0.5197,298.7267] [0.8484,461.0152]
139 [0.5527,326.1165] [1.0440,497.2205]
140 [0.5397,347.2625] [0.9525,522.6100]
141 [0.6639,361.1923] [0.8660,535.7513]
142 [0.5361,367.5712] [0.8094,539.0962]
143 [0.5651,368.4399] [0.8983,534.7221]
144 [0.4648,365.1239] [0.8310,524.9078]
145 [0.5110,358.6485] [1.0331,510.8236]
146 [0.5151,349.3259] [0.8596,491.8094]
147 [0.7688,336.2032] [1.6853,466.5612]
148 [0.6564,317.9379] [0.8641,434.4072]
149 [0.5864,297.0123] [0.9036,399.9545]
150 [0.4981,274.9668] [0.9525,365.2950]
151 [0.5353,252.8309] [0.8710,330.9576]
152 [0.4855,230.9186] [0.9427,298.1038]
153 [0.4837,210.4487] [0.9103,267.7812]
154 [0.4314,191.2930] [0.9141,240.5354]
155 [0.4525,174.4428] [0.9432,216.7519]
156 [0.4764,159.4671] [1.1362,196.7214]
157 [0.4361,147.1090] [0.9827,180.7158]
158 [0.4292,136.9896] [1.0174,168.7117]
159 [0.3863,129.3964] [0.9549,160.9828]
160 [0.3417,123.9157] [0.9603,156.4987]
161 [0.3382,119.9606] [1.1019,154.5656]
162 [0.3048,116.9091] [1.1529,154.0651]
163 [0.2997,114.5476] [1.1127,154.0757]
164 [0.3049,112.4229] [1.2934,153.7641]
165 [0.2845,110.4210] [1.1636,152.9461]
166 [0.2638,108.6094] [1.0448,151.8296]
167 [0.2730,106.9433] [1.3255,150.6607]
168 [0.2819,105.2992] [1.2671,149.1661]
169 [0.2740,103.6832] [1.3748,147.5876]
170 [0.2663,102.0804] [1.4819,145.9520]
171 [0.2412,100.6077] [1.2495,144.2804]
172 [0.2564,99.1678] [1.8358,142.5976]
173 [0.2719,97.7484] [1.2340,140.7725]
174 [0.3051,96.3002] [1.1025,138.8622]
175 [0.2390,94.7337] [1.7997,137.0205]
176 [0.2519,93.1694] [1.1005,134.9248]
177 [0.2659,91.5629] [1.7534,132.8730]
178 [0.2777,89.8577] [1.8115,130.5511]
179 [0.2761,87.8498] [1.3286,127.8544]
180 [0.2714,85.6381] [1.0155,124.7841]
181 [0.2771,83.1190] [1.3173,121.1311]
182 [0.2615,80.0800] [1.3726,116.9025]
183 [0.2735,76.6629] [1.3210,112.1238]
184 [0.3143,72.8764] [1.0840,106.6922]
185 [0.2619,68.5710] [1.4830,100.7762]
186 [0.2720,63.8210] [1.0090,94.3694]
187 [0.2877,58.7677] [1.2711,87.6912]
188 [0.2743,53.4817] [1.3367,80.7932]
189 [0.3061,47.9184] [1.2575,73.7268]
190 [0.2561,42.2860] [1.1819,66.8368]
191 [0.2593,36.7352] [1.1221,60.4342]
192 [0.2730,31.5232] [0.9791,54.7785]
193 [0.2767,28.7242] [1.0639,58.3674]
194 [0.2260,43.4160] [1.2773,95.9942]
195 [0.3076,69.1506] [1.1079,144.0395]
196 [0.2699,100.4442] [1.1414,204.0282]
197 [0.2719,138.9543] [1.2718,275.2725]
198 [0.2626,183.4533] [1.5503,349.8867]
199 [0.2480,231.6239] [1.0844,424.3013]
