epoch training validation
0 [0.7694,2.2453] [0.7227,2.3344]
53 [0.7321,70.2506] [0.7156,106.9163]
54 [0.7128,68.6045] [0.6917,103.7970]
55 [0.6814,67.1279] [0.6731,101.0881]
56 [0.6837,65.8924] [0.7171,98.8140]
57 [0.7022,64.8402] [0.6768,96.7625]
58 [0.6634,63.8261] [0.6653,95.0507]
59 [0.6583,63.0357] [0.6678,93.5447]
60 [0.6650,62.3486] [0.6694,92.2128]
61 [0.6571,61.6590] [0.6926,90.9468]
62 [0.6831,60.9824] [0.6816,89.6743]
63 [0.6709,60.2044] [0.6793,88.2742]
64 [0.6598,59.3557] [0.6745,86.8153]
65 [0.6577,58.4196] [0.6586,85.1768]
66 [0.6386,57.3029] [0.6512,83.3187]
67 [0.6321,56.0145] [0.6846,81.1957]
68 [0.6417,54.5348] [0.6786,78.7638]
69 [0.6312,52.8198] [0.6579,76.0391]
70 [0.6486,50.8972] [0.6862,72.9087]
71 [0.6374,48.6418] [0.6637,69.3353]
72 [0.6259,46.1339] [0.6878,65.3762]
73 [0.6302,43.3101] [0.6383,61.0814]
74 [0.6352,40.2809] [0.6423,56.4184]
75 [0.6240,36.9720] [0.6903,51.4313]
76 [0.6251,33.4771] [0.6413,46.3668]
77 [0.6079,30.7327] [0.6263,43.9339]
78 [0.6108,29.7850] [0.6256,46.0817]
79 [0.6060,31.2277] [0.6243,54.4448]
80 [0.5968,35.7486] [0.6236,64.7708]
81 [0.5821,41.3767] [0.6278,74.1019]
82 [0.6056,46.3479] [0.6241,80.2173]
83 [0.5974,49.4965] [0.6227,82.8916]
84 [0.6030,50.5974] [0.6299,82.2754]
85 [0.6141,49.8343] [0.6239,78.9179]
86 [0.5959,47.5427] [0.6379,73.5760]
87 [0.6169,44.0859] [0.6364,66.9192]
88 [0.6127,40.0400] [0.6289,59.9737]
89 [0.5931,35.9943] [0.6230,53.6858]
90 [0.6074,32.0507] [0.6239,47.8318]
91 [0.6055,28.4044] [0.6308,50.2308]
92 [0.6503,57.2978] [0.6289,152.1424]
93 [0.6384,103.2556] [0.6724,226.9933]
94 [0.6406,148.2446] [1.3381,298.3829]
95 [0.7129,192.3566] [1.2804,361.0166]
96 [0.7052,231.3354] [1.1771,410.6415]
97 [0.7677,262.0033] [1.6080,445.3633]
98 [0.7884,283.5822] [1.4883,465.8475]
99 [0.8238,295.6141] [1.8486,471.7987]
100 [0.8639,298.1580] [1.1687,464.9601]
101 [0.8656,293.0349] [0.7578,448.1308]
102 [0.8920,281.7067] [0.6990,424.3206]
103 [0.8478,266.1756] [0.8272,395.9575]
104 [0.8448,247.8325] [0.6480,364.3676]
105 [0.8589,227.6333] [0.7558,330.9593]
106 [0.8308,206.2889] [0.8364,296.9653]
107 [0.8643,185.2083] [0.8676,263.6283]
108 [0.9606,164.3222] [0.8185,230.7173]
109 [0.9101,143.9637] [1.9668,198.8992]
110 [0.8733,124.8306] [1.7282,173.2717]
111 [0.8142,108.0536] [1.8908,167.6761]
112 [0.7716,102.7293] [1.3045,182.0637]
113 [0.7822,119.7859] [1.2529,215.5510]
114 [0.7946,141.5215] [1.7005,248.8998]
115 [0.8653,161.1372] [1.2950,278.5190]
116 [0.8750,178.1326] [1.5327,303.4602]
117 [0.9427,191.7287] [1.8621,323.0523]
118 [1.0166,201.6182] [1.2052,336.0317]
119 [0.8821,207.4127] [1.8327,344.3049]
120 [0.9222,210.6682] [1.9107,347.9947]
121 [0.9693,211.1915] [1.9692,348.1103]
122 [0.9421,209.8042] [1.7935,345.2710]
123 [0.8916,206.5150] [0.9140,340.2935]
124 [0.9168,202.5856] [1.6728,334.5570]
125 [0.9335,198.0896] [3.0311,328.0642]
126 [0.9148,193.0723] [2.7616,320.6366]
127 [0.9071,187.8669] [2.4028,313.5180]
128 [0.7923,183.3403] [2.4739,308.1535]
129 [0.8485,179.6292] [3.2531,302.8724]
130 [0.7852,176.8621] [1.7115,299.9438]
131 [0.7870,175.8646] [3.3034,300.1896]
132 [0.7714,176.2986] [3.0423,303.3044]
133 [0.7620,178.8334] [4.3260,309.1669]
134 [0.6870,182.4081] [3.7081,316.8537]
135 [0.6824,186.9414] [4.0414,326.2050]
136 [0.7099,192.4082] [4.1094,336.1045]
137 [0.6640,197.8820] [3.8662,345.3406]
138 [0.6876,202.9842] [3.0604,353.3267]
139 [0.6553,207.6926] [3.2741,359.7314]
140 [0.6400,211.4631] [3.3426,364.7142]
141 [0.6349,214.6742] [3.7047,367.9652]
142 [0.6378,216.6077] [4.0935,369.3537]
143 [0.6852,217.3941] [3.6858,368.5229]
144 [0.6268,216.7365] [4.2003,365.5813]
145 [0.6888,214.7280] [4.1192,360.3681]
146 [0.6843,211.3695] [4.0037,352.8509]
147 [0.7253,206.3955] [4.4108,342.9310]
148 [0.6648,200.0167] [3.8373,331.1762]
149 [0.6913,192.6256] [4.0408,317.6179]
150 [0.6872,184.0491] [3.7672,302.4842]
151 [0.7120,174.6803] [4.5012,285.9586]
152 [0.7121,164.5040] [4.5257,268.0337]
153 [0.7292,153.4139] [3.8628,249.2907]
154 [0.7163,141.9777] [3.5673,229.9385]
155 [0.6730,130.5338] [4.1274,210.4657]
156 [0.6941,118.9238] [3.5172,191.5280]
157 [0.6806,108.4480] [3.6066,174.0651]
158 [0.7040,98.3553] [4.1622,156.6839]
159 [0.6950,88.4181] [3.8372,141.2840]
160 [0.7429,78.6694] [4.1131,125.7900]
161 [0.7672,69.6845] [3.6498,109.3423]
162 [0.7468,60.8569] [2.5648,94.2325]
163 [0.6904,53.0266] [2.7931,80.5291]
164 [0.6750,46.0119] [1.9101,68.0910]
165 [0.6849,40.0911] [1.5522,57.8628]
166 [0.6166,35.3175] [1.3231,49.9528]
167 [0.6116,31.9309] [1.3121,44.4587]
168 [0.6111,29.7792] [0.9901,41.5113]
169 [0.5542,28.7986] [0.9998,41.4826]
170 [0.5351,29.5387] [0.8138,45.1941]
171 [0.5581,31.9583] [0.7813,51.6217]
172 [0.5049,35.0864] [0.8167,57.8038]
173 [0.5011,37.8977] [0.7685,63.9625]
174 [0.5028,39.6158] [0.7818,67.6629]
175 [0.5091,40.1769] [0.9245,69.0944]
176 [0.4732,39.7884] [0.8445,68.2505]
177 [0.4649,38.6187] [0.8143,65.8917]
178 [0.4750,36.8114] [0.7860,62.4104]
179 [0.4587,34.6526] [0.7871,57.9164]
180 [0.4556,32.3096] [0.7788,53.3425]
181 [0.4534,30.2011] [0.8128,48.9690]
182 [0.4423,28.2486] [0.8246,44.5022]
183 [0.4475,26.7788] [0.8065,39.9850]
184 [0.4307,25.6886] [0.7672,35.8003]
185 [0.4312,25.1044] [0.8362,34.1418]
186 [0.4233,24.8344] [0.8001,34.1796]
187 [0.4213,24.8550] [0.8075,34.7089]
188 [0.4234,24.9868] [0.8116,35.3633]
189 [0.4241,25.2164] [0.9536,36.3669]
190 [0.4233,25.4584] [0.7964,37.2107]
191 [0.4173,25.6635] [0.7758,38.0319]
192 [0.4185,25.7967] [0.8457,38.3889]
193 [0.4144,25.7258] [0.8778,38.5200]
194 [0.4105,25.4339] [0.8241,38.1626]
195 [0.4268,24.9157] [0.9343,37.5907]
196 [0.4146,24.2123] [0.8752,36.4728]
197 [0.4195,23.1806] [0.8633,34.8935]
198 [0.4126,21.9070] [0.9268,32.7291]
199 [0.4064,20.3705] [0.9931,30.3527]
