epoch training validation
0 [0.7873,1.8776] [0.8725,1.9798]
60 [0.2630,4.0271] [1.0500,4.8181]
61 [0.2588,4.2546] [1.0432,5.0959]
62 [0.2436,4.4853] [1.1491,5.3767]
63 [0.2471,4.7333] [1.0688,5.6723]
64 [0.2293,4.9786] [1.0887,5.9726]
65 [0.2380,5.2454] [1.1265,6.2951]
66 [0.2151,5.5318] [1.1287,6.6749]
67 [0.2176,5.9050] [1.1595,7.2443]
68 [0.2037,6.5866] [1.1902,8.6496]
69 [0.2093,8.4016] [1.3437,12.2668]
70 [0.1925,11.9278] [1.2745,17.4448]
71 [0.1991,16.3501] [1.3138,23.1618]
72 [0.1961,20.9513] [1.2990,28.5846]
73 [0.1917,25.2509] [1.2626,33.4599]
74 [0.1967,29.0132] [1.1800,37.5485]
75 [0.1866,32.1351] [1.2340,40.6983]
76 [0.1714,34.5383] [1.1784,43.1202]
77 [0.1771,36.2347] [1.1899,44.4694]
78 [0.1721,37.0088] [1.2958,44.8438]
79 [0.1921,36.9189] [1.2065,44.0613]
80 [0.1903,35.8663] [1.2366,42.2237]
81 [0.1720,34.0438] [1.1911,39.6035]
82 [0.1570,31.6310] [1.2685,36.4318]
83 [0.1579,28.7816] [1.2894,32.8179]
84 [0.1407,25.6068] [1.3574,28.9080]
85 [0.1437,22.2392] [1.4612,24.8518]
86 [0.1512,18.7993] [1.4388,20.8097]
87 [0.1476,15.4022] [1.4208,16.8844]
88 [0.1539,12.1922] [1.3715,13.2662]
89 [0.1785,9.2164] [1.4619,9.9413]
90 [0.1604,6.7151] [1.5586,7.5486]
91 [0.1746,5.7520] [1.6087,7.1364]
92 [0.1372,5.6934] [1.7181,7.1915]
93 [0.1578,5.7201] [1.5263,7.2575]
94 [0.1539,5.7831] [1.6505,7.4310]
95 [0.1618,5.8916] [1.9598,7.6741]
96 [0.2077,6.0381] [1.9363,7.9810]
97 [0.1852,6.2466] [1.9723,8.3507]
98 [0.1808,6.5300] [1.6019,8.8259]
99 [0.1468,6.9284] [1.5975,9.5297]
100 [0.1197,7.5441] [1.6654,10.5926]
101 [0.0952,8.4907] [2.0081,12.2259]
102 [0.1252,9.8209] [1.8589,14.2762]
103 [0.1026,11.5227] [1.7290,16.6278]
104 [0.1048,13.4207] [2.1114,19.2206]
105 [0.1124,15.3474] [1.8357,21.6306]
106 [0.0954,17.1505] [1.8559,23.8813]
107 [0.0932,18.7396] [2.3953,25.9006]
108 [0.1693,19.9349] [1.8534,26.8893]
109 [0.1227,20.6494] [2.0084,27.6282]
110 [0.1324,20.9017] [1.6649,27.5213]
111 [0.1319,20.8261] [1.6858,27.0238]
112 [0.1020,20.3368] [2.0143,26.3699]
113 [0.1141,19.5748] [1.8527,25.1133]
114 [0.1119,18.5338] [1.7562,23.4695]
115 [0.1094,17.2087] [1.8406,21.6367]
116 [0.1001,15.7167] [2.1652,19.6479]
117 [0.1063,14.0991] [2.1143,17.3813]
118 [0.1176,12.4046] [2.1710,15.2520]
119 [0.1293,10.8263] [2.6376,13.3727]
120 [0.1422,9.4855] [2.6941,11.7635]
121 [0.1598,8.3590] [2.0684,10.2054]
122 [0.1377,7.3014] [2.3313,8.8796]
123 [0.1370,6.2477] [2.5613,7.5603]
124 [0.1450,5.2305] [3.3120,6.3383]
125 [0.1808,4.2647] [2.6600,5.0004]
126 [0.1988,3.3834] [2.9088,3.9577]
127 [0.2186,2.7318] [3.3031,3.1829]
128 [0.3307,2.3650] [2.6920,2.6719]
129 [0.4112,2.1844] [2.0189,2.3947]
130 [0.4075,2.1031] [2.0648,2.3013]
131 [0.4665,2.0514] [3.8470,2.3684]
132 [0.5227,2.0055] [2.1212,2.2409]
133 [0.2777,1.9493] [1.6860,2.1386]
134 [0.2186,1.9090] [1.4712,2.0659]
135 [0.1694,1.8755] [1.4767,2.0334]
136 [0.1751,1.8574] [1.6177,2.0281]
137 [0.1564,1.8537] [1.6105,2.0235]
138 [0.1662,1.8441] [1.7201,2.0265]
139 [0.1553,1.8465] [1.7651,2.0499]
140 [0.1529,1.8496] [1.8569,2.0669]
141 [0.1553,1.8463] [1.8226,2.0719]
142 [0.1438,1.8549] [1.7918,2.0835]
143 [0.1202,1.8649] [1.8831,2.0925]
144 [0.1107,1.8643] [1.9516,2.1094]
145 [0.1037,1.8822] [2.0028,2.1329]
146 [0.1013,1.8811] [2.1926,2.1482]
147 [0.1019,1.8916] [2.2717,2.1765]
148 [0.1055,1.8969] [2.6411,2.2060]
149 [0.1112,1.9164] [2.4438,2.2337]
150 [0.0886,1.9253] [2.9040,2.2690]
151 [0.0843,1.9445] [2.6389,2.2953]
152 [0.1012,1.9546] [2.8037,2.3373]
153 [0.0919,1.9795] [3.0177,2.3699]
154 [0.0806,1.9979] [3.1397,2.4312]
155 [0.0899,2.0259] [3.0734,2.5222]
156 [0.0953,2.0591] [3.2202,2.6013]
157 [0.0760,2.0972] [2.9113,2.7082]
158 [0.1036,2.1589] [3.2729,2.8941]
159 [0.0725,2.2392] [3.2637,3.1635]
160 [0.0803,2.3506] [2.9906,3.3255]
161 [0.0797,2.5219] [3.5569,3.9593]
162 [0.0646,2.8497] [3.3940,4.7013]
163 [0.0638,3.5954] [3.3254,6.7284]
164 [0.0855,5.3311] [3.4542,10.2505]
165 [0.0581,8.6169] [4.1658,17.7760]
166 [0.0685,14.7091] [3.7914,27.1937]
167 [0.0635,24.5253] [3.6415,40.4726]
168 [0.0549,35.7973] [3.4266,50.8758]
169 [0.0599,44.2402] [3.3438,55.9938]
170 [0.0543,47.7461] [4.1095,56.6901]
171 [0.0457,48.0088] [4.1591,54.5463]
172 [0.0526,45.6097] [4.4378,50.2426]
173 [0.0635,41.5078] [3.4679,44.5383]
174 [0.0424,36.0869] [3.3893,37.7809]
175 [0.0463,30.3791] [3.1469,30.9350]
176 [0.0522,24.5066] [3.9721,24.1201]
177 [0.0340,19.7813] [4.3704,21.2469]
178 [0.0397,16.8071] [4.0269,18.0956]
179 [0.0419,14.1633] [5.1006,15.1200]
180 [0.0520,12.2716] [5.0195,13.6187]
181 [0.0606,11.1827] [4.1087,13.0018]
182 [0.0902,10.4779] [5.5070,12.3221]
183 [0.0862,9.6921] [3.3587,11.3810]
184 [0.0581,8.9224] [5.2024,10.5190]
185 [0.0386,8.1199] [5.2009,9.5613]
186 [0.0352,7.3314] [5.6430,8.7090]
187 [0.0375,6.6333] [5.8178,7.8700]
188 [0.0574,5.9813] [5.3905,7.1649]
189 [0.0496,5.4896] [4.7957,6.9277]
190 [0.1064,5.2655] [5.4749,6.7291]
191 [0.0986,5.0784] [6.5862,6.5391]
192 [0.0965,4.8335] [3.4275,6.1368]
193 [0.0776,4.6188] [5.2226,5.8909]
194 [0.0657,4.4226] [4.9872,5.5417]
195 [0.0654,4.2034] [6.1367,5.3846]
196 [0.0440,4.0231] [6.8858,5.2471]
197 [0.0833,3.8485] [5.9990,4.8789]
198 [0.1026,3.6770] [6.3744,4.6594]
199 [0.0645,3.4276] [6.8689,4.4549]
