epoch training validation
0 [0.7685,1.8611] [0.8725,1.9798]
97 [0.5344,49.0566] [0.7913,135.6358]
98 [0.5460,92.1283] [0.5730,198.8827]
99 [0.5174,129.7838] [0.7627,261.2008]
100 [0.5411,168.0121] [0.7754,318.6895]
101 [0.5385,204.2732] [0.6650,368.8775]
102 [0.6031,236.6997] [1.0732,408.8628]
103 [0.5897,261.3095] [0.6014,433.3105]
104 [0.7302,276.6497] [0.5340,442.4524]
105 [0.6846,281.9989] [0.6755,438.6174]
106 [0.6801,279.7225] [0.8071,424.5012]
107 [0.7114,270.8380] [0.8722,401.8456]
108 [0.7152,256.7194] [0.8660,373.1842]
109 [0.7722,238.9751] [0.9974,340.4255]
110 [0.6339,218.2934] [0.7971,304.9380]
111 [0.7563,196.6154] [0.6124,269.5172]
112 [0.6852,175.2324] [0.6255,235.3946]
113 [0.6891,154.6633] [0.5782,203.5848]
114 [0.7443,135.5681] [0.5890,174.6636]
115 [0.6337,118.4973] [0.5952,149.1936]
116 [0.7338,103.3131] [0.6045,126.8284]
117 [0.6142,90.3311] [0.5753,108.3084]
118 [0.6367,80.3096] [0.6381,93.8386]
119 [0.6054,72.5669] [0.5992,83.3924]
120 [0.5417,67.5494] [0.6527,76.6589]
121 [0.5393,64.6008] [0.6904,73.2799]
122 [0.5218,63.3352] [1.0812,72.2110]
123 [0.4756,62.9569] [0.7075,72.1203]
124 [0.5280,62.6985] [0.8960,72.4662]
125 [0.4907,62.2473] [0.7917,72.4029]
126 [0.4595,61.5498] [0.6390,72.0271]
127 [0.4778,60.6374] [0.7078,71.3573]
128 [0.4826,59.3699] [0.7650,70.0359]
129 [0.4940,57.6265] [0.8280,68.0607]
130 [0.4812,55.4063] [0.8269,65.8243]
131 [0.4540,53.1031] [0.6230,63.1204]
132 [0.4934,50.6804] [0.7433,61.6764]
133 [0.4706,48.2293] [0.7751,67.3625]
134 [0.4530,46.2048] [0.5936,66.2853]
135 [0.4730,44.1917] [0.6015,64.5175]
136 [0.4937,41.8956] [0.5941,62.2548]
137 [0.4829,39.1485] [0.6143,59.3243]
138 [0.5042,36.0302] [0.6023,55.5459]
139 [0.4848,32.7066] [0.6034,51.0091]
140 [0.4359,29.4256] [0.6179,46.3565]
141 [0.4303,26.2353] [0.6170,42.6255]
142 [0.4187,24.6954] [0.6942,46.9418]
143 [0.4533,30.0148] [0.7142,59.4813]
144 [0.4896,37.5348] [0.6774,70.1167]
145 [0.4067,43.8604] [0.6373,79.6908]
146 [0.4376,49.9201] [0.6558,88.4685]
147 [0.4174,55.4056] [0.6534,96.9980]
148 [0.4164,60.6961] [0.7673,105.4265]
149 [0.4691,65.8975] [0.6335,113.6214]
150 [0.4272,70.9083] [0.6819,121.7313]
151 [0.4176,75.7588] [0.7041,129.7014]
152 [0.3917,80.5517] [0.9275,137.7565]
153 [0.4511,85.1096] [0.7038,145.0363]
154 [0.4435,89.2049] [0.7563,151.5704]
155 [0.3961,92.6665] [0.6734,157.5144]
156 [0.4303,96.1814] [1.2084,162.9145]
157 [0.4109,98.8269] [0.9099,167.5553]
158 [0.3919,101.2306] [0.8396,172.1012]
159 [0.4431,103.8109] [0.7702,176.3690]
160 [0.4136,105.8801] [0.7074,180.5869]
161 [0.3809,108.0960] [1.0950,185.1160]
162 [0.4293,110.4153] [0.8604,189.7613]
163 [0.3960,112.8611] [0.8247,195.1222]
164 [0.3612,115.7647] [0.7201,201.5665]
165 [0.3798,119.3217] [0.9296,209.5734]
166 [0.4410,123.6587] [0.7537,217.5997]
167 [0.3848,127.9678] [0.7960,226.2490]
168 [0.3837,132.7493] [0.8211,235.0540]
169 [0.4212,137.5605] [0.7618,243.0391]
170 [0.4111,142.2778] [0.7611,250.2021]
171 [0.3904,146.5026] [0.7976,256.2689]
172 [0.3954,150.3322] [0.8377,261.0029]
173 [0.3994,153.5268] [0.9609,264.4282]
174 [0.4062,155.9038] [1.3169,265.6529]
175 [0.4457,156.8097] [1.2878,263.6008]
176 [0.4945,155.5616] [1.7284,257.4684]
177 [0.5200,151.2771] [0.9500,245.9060]
178 [0.4377,143.9952] [1.0678,230.5045]
179 [0.5379,133.9540] [1.1673,210.7535]
180 [0.4446,121.2756] [0.9148,187.5807]
181 [0.4453,106.9116] [0.9636,163.3837]
182 [0.4598,93.4030] [1.0123,140.2111]
183 [0.4068,79.3313] [0.9744,115.7969]
184 [0.4155,64.4728] [1.3897,91.0180]
185 [0.4298,49.2983] [1.0368,66.2637]
186 [0.4824,35.1088] [0.9891,47.8085]
187 [0.5168,38.1642] [1.0080,67.5979]
188 [0.4011,59.4221] [1.1013,99.5281]
189 [0.5002,87.0758] [1.0147,138.3107]
190 [0.4469,119.4383] [1.1537,187.3194]
191 [0.4059,159.6008] [1.1035,255.1048]
192 [0.4513,213.1082] [1.3291,348.7834]
193 [0.4568,282.4303] [2.0159,460.4233]
194 [0.5365,360.5736] [1.1588,571.1681]
195 [0.6282,431.1390] [1.2693,651.5728]
196 [0.5887,478.7778] [1.1848,698.2909]
197 [0.6148,507.3710] [1.4212,722.3837]
198 [0.6042,519.9077] [1.1487,726.3981]
199 [0.6763,519.2844] [1.1949,714.7323]
