epoch training validation
0 [0.7205,1.9702] [0.7451,2.0073]
48 [0.3164,16.8851] [0.5824,18.9378]
49 [0.3276,13.8376] [0.6032,15.6886]
50 [0.3492,11.2729] [0.6282,13.0727]
51 [0.3252,9.2104] [0.7673,11.1082]
52 [0.3326,7.7147] [0.8031,9.7978]
53 [0.3242,6.7756] [0.7077,9.1438]
54 [0.2963,6.3774] [0.6960,9.1795]
55 [0.2797,6.5796] [0.7227,9.8758]
56 [0.2975,7.2215] [0.7267,10.7685]
57 [0.2929,7.9539] [0.7430,11.3533]
58 [0.2928,8.4222] [0.8368,11.5800]
59 [0.3143,8.6231] [0.8878,11.5403]
60 [0.3154,8.6031] [0.8990,11.3213]
61 [0.3047,8.4532] [0.7647,11.0406]
62 [0.2840,8.3048] [0.7527,10.8412]
63 [0.2828,8.1972] [0.7202,10.7603]
64 [0.2630,8.2158] [0.6804,10.8794]
65 [0.2665,8.5093] [0.7045,11.3877]
66 [0.2584,9.2497] [0.7208,12.6251]
67 [0.2552,10.5328] [0.7300,14.4899]
68 [0.2338,12.0602] [0.7288,16.5782]
69 [0.2425,13.7485] [0.7678,18.7572]
70 [0.2392,15.4069] [0.7435,20.8531]
71 [0.2343,17.1193] [0.7573,23.0515]
72 [0.2271,18.8490] [0.7771,25.1828]
73 [0.2250,20.5369] [0.7986,27.2313]
74 [0.2153,22.1601] [0.8073,29.1390]
75 [0.2166,23.7173] [0.8700,30.9874]
76 [0.2178,25.1252] [0.8504,32.5010]
77 [0.2183,26.2606] [0.9141,33.6784]
78 [0.2068,27.1055] [0.8824,34.4752]
79 [0.2052,27.7167] [0.9644,35.0191]
80 [0.2073,27.9984] [0.9401,35.0412]
81 [0.2038,27.9851] [0.9221,34.7284]
82 [0.1987,27.6549] [1.0256,34.0899]
83 [0.2100,26.9938] [0.9734,33.0407]
84 [0.2029,26.1040] [1.0227,31.6523]
85 [0.1909,24.9504] [1.1291,30.0741]
86 [0.1991,23.6085] [1.0768,28.2085]
87 [0.2084,22.1035] [1.2023,26.2169]
88 [0.1968,20.4642] [1.2810,24.0982]
89 [0.2109,18.7341] [1.1972,21.8564]
90 [0.2019,16.9596] [1.2226,19.6224]
91 [0.2160,15.1457] [1.2838,17.3380]
92 [0.2329,13.2609] [1.1520,14.9718]
93 [0.2445,11.3283] [1.1966,12.5594]
94 [0.2560,9.3337] [1.0646,10.1588]
95 [0.2620,7.3420] [1.0393,7.7917]
96 [0.2119,5.4634] [1.1251,5.6952]
97 [0.2100,3.9799] [1.1768,4.2770]
98 [0.1753,3.3549] [1.1030,3.9661]
99 [0.1894,3.3430] [1.2759,4.2629]
100 [0.1893,3.6144] [1.1867,4.9537]
101 [0.1724,4.4520] [1.2000,6.5349]
102 [0.1475,6.2579] [1.2623,9.4638]
103 [0.1660,9.0392] [1.3104,13.3396]
104 [0.1479,12.5269] [1.3989,18.2127]
105 [0.1637,16.6865] [1.5298,23.9587]
106 [0.1447,21.3972] [1.5238,30.0661]
107 [0.1339,26.3629] [1.5666,36.5753]
108 [0.1421,31.4519] [1.5911,42.8513]
109 [0.1253,36.4138] [1.7173,48.9888]
110 [0.1530,40.9619] [1.5071,53.8803]
111 [0.1136,44.6281] [1.7568,58.1036]
112 [0.1326,47.7923] [1.4720,61.3577]
113 [0.1218,50.0921] [1.4948,63.4986]
114 [0.1112,51.5130] [1.8354,64.7151]
115 [0.1332,51.8960] [1.6774,64.3808]
116 [0.1215,51.2565] [1.6824,62.9602]
117 [0.1162,49.6617] [1.9569,60.4515]
118 [0.1014,47.1855] [2.2234,56.9585]
119 [0.1525,43.9061] [2.0456,52.4016]
120 [0.2041,39.8060] [1.5339,46.9528]
121 [0.1200,35.1669] [2.3143,41.2202]
122 [0.1176,30.3420] [2.3543,35.2829]
123 [0.1294,25.4610] [2.0800,29.4587]
124 [0.1472,21.1443] [2.6702,25.1853]
125 [0.1275,18.3408] [2.3067,22.1548]
126 [0.1610,15.8090] [2.5785,19.0058]
127 [0.1640,13.3916] [2.3330,16.2186]
128 [0.1658,11.3744] [2.2818,13.7718]
129 [0.1831,9.4621] [2.4315,11.3651]
130 [0.1975,7.6034] [2.2347,9.0759]
131 [0.2216,5.8470] [2.4678,6.9073]
132 [0.2641,4.3472] [2.5410,5.3832]
133 [0.3036,3.5492] [2.8173,4.5996]
134 [0.3303,3.0629] [3.1752,3.9284]
135 [0.4633,2.6849] [2.1533,3.3153]
136 [0.5421,2.4488] [1.5850,2.8982]
137 [0.2684,2.2521] [1.4120,2.6077]
138 [0.1498,2.1732] [1.3324,2.5094]
139 [0.1528,2.1648] [1.3509,2.5215]
140 [0.1370,2.1855] [1.3007,2.5520]
141 [0.1227,2.2150] [1.2817,2.6000]
142 [0.0923,2.2341] [1.3255,2.6791]
143 [0.1033,2.2914] [1.3723,2.7632]
144 [0.1095,2.3324] [1.3646,2.8328]
145 [0.1031,2.3687] [1.3836,2.9332]
146 [0.0977,2.4360] [1.4018,3.0343]
147 [0.0880,2.4953] [1.4508,3.1531]
148 [0.0953,2.5694] [1.4593,3.2875]
149 [0.1032,2.6303] [1.4833,3.4306]
150 [0.0978,2.7375] [1.5296,3.6099]
151 [0.0818,2.8499] [1.5685,3.8547]
152 [0.0887,2.9781] [1.5873,4.1014]
153 [0.0788,3.1319] [1.5828,4.3605]
154 [0.0819,3.3462] [1.7215,4.8180]
155 [0.0732,3.6594] [1.7018,5.4602]
156 [0.0831,4.2166] [1.8345,6.8247]
157 [0.0677,5.4700] [1.8465,9.3855]
158 [0.0672,8.4394] [1.8906,15.4178]
159 [0.0640,15.6327] [1.7719,29.7656]
160 [0.0691,28.9355] [1.7121,52.6454]
161 [0.0648,45.8769] [1.4642,74.2835]
162 [0.0658,60.6598] [1.3276,89.3747]
163 [0.0676,70.6518] [1.4220,99.4891]
164 [0.0571,76.9386] [1.5728,104.8684]
165 [0.0576,79.3857] [1.7195,105.3829]
166 [0.0552,77.9259] [1.4862,101.2487]
167 [0.0578,73.3410] [1.5949,93.6511]
168 [0.0550,66.2245] [1.5881,83.3767]
169 [0.0543,57.3940] [1.9659,71.2934]
170 [0.0504,49.2705] [1.8885,64.9380]
171 [0.0440,44.6535] [2.1396,58.4503]
172 [0.0420,39.4735] [2.1947,50.9854]
173 [0.0494,33.7426] [2.2909,43.4884]
174 [0.0439,28.8478] [2.2202,37.1417]
175 [0.0664,24.1946] [2.4972,30.5280]
176 [0.0509,19.4406] [2.6956,24.0876]
177 [0.0566,15.7482] [3.1369,20.5794]
178 [0.0515,13.3465] [3.1015,16.9895]
179 [0.1403,10.9616] [3.7940,13.2917]
180 [0.1320,8.5092] [2.9839,9.6257]
181 [0.0645,6.0567] [3.2486,6.0539]
182 [0.0918,4.2598] [3.7978,4.8289]
183 [0.0781,3.8454] [3.7755,4.5570]
184 [0.0887,3.5689] [3.3582,4.2719]
185 [0.0966,3.2774] [4.0135,3.9156]
186 [0.0934,2.9758] [4.1757,3.5576]
187 [0.1303,2.6583] [5.0563,3.1734]
188 [0.1271,2.3170] [5.0656,2.7559]
189 [0.1575,2.0750] [4.5492,2.5367]
190 [0.1827,2.0599] [4.8810,2.5326]
191 [0.2146,2.0807] [4.5732,2.5525]
192 [0.3124,2.0890] [3.8274,2.5743]
193 [0.3914,2.1048] [3.1992,2.7430]
194 [0.4936,2.1188] [2.9072,2.8579]
195 [0.3803,2.1381] [2.9625,3.2427]
196 [0.2348,2.1624] [2.4131,2.9876]
197 [0.0873,2.1446] [2.3016,2.9195]
198 [0.0628,2.1588] [2.3685,3.1310]
199 [0.0733,2.1873] [2.2442,3.1587]
