epoch training validation
0 [0.6961,2.0611] [0.6991,2.0856]
41 [0.8931,150.0631] [0.8358,223.2465]
42 [0.8671,146.9892] [1.0578,217.7536]
43 [0.8470,143.0938] [0.9688,211.3344]
44 [0.8874,138.6528] [0.9607,204.0407]
45 [0.8476,133.7235] [0.9629,196.0342]
46 [0.8636,128.3755] [0.8041,187.5637]
47 [0.8730,122.7045] [0.8588,178.7805]
48 [0.8588,116.9121] [0.6937,169.7724]
49 [0.8030,111.0606] [0.7267,160.8099]
50 [0.8100,105.2927] [0.6356,152.0671]
51 [0.7900,99.8172] [0.6823,143.7156]
52 [0.7513,94.6073] [0.6990,135.8454]
53 [0.7386,89.7254] [0.6684,128.4775]
54 [0.7441,85.3274] [0.7684,121.7199]
55 [0.7433,81.2279] [0.6857,115.5247]
56 [0.7211,77.6384] [0.7022,109.9204]
57 [0.7502,74.3324] [0.6229,104.8606]
58 [0.7136,71.4263] [0.6533,100.2324]
59 [0.7023,68.6596] [0.6790,96.0922]
60 [0.7066,66.2584] [0.6476,92.4234]
61 [0.6927,64.0533] [0.6161,89.1464]
62 [0.6951,62.1227] [0.6064,86.3231]
63 [0.6848,60.3896] [0.6386,83.8335]
64 [0.6621,58.8179] [0.7150,81.6085]
65 [0.6712,57.4116] [0.6008,79.6119]
66 [0.6732,56.1302] [0.6208,77.9310]
67 [0.6756,55.0225] [0.6509,76.4195]
68 [0.6849,53.8954] [0.6079,74.9147]
69 [0.6608,52.8088] [0.5913,73.3918]
70 [0.6609,51.6672] [0.6566,71.8707]
71 [0.6571,50.4324] [0.6859,70.2250]
72 [0.6523,49.1210] [0.6786,68.3546]
73 [0.6584,47.5591] [0.5985,66.0643]
74 [0.6571,45.7100] [0.5854,63.3226]
75 [0.6590,43.5244] [0.6444,60.1186]
76 [0.6571,41.0040] [0.5978,56.3333]
77 [0.6564,38.0776] [0.5858,52.0974]
78 [0.6429,35.5804] [0.5782,51.5478]
79 [0.6505,36.5172] [0.5574,56.8885]
80 [0.6519,38.7030] [0.5639,62.8114]
81 [0.6247,41.4451] [0.5821,69.2066]
82 [0.6216,44.7079] [0.5644,74.9887]
83 [0.6098,47.7484] [0.5733,79.0915]
84 [0.6209,49.7794] [0.6231,80.7672]
85 [0.6210,50.2508] [0.6415,79.4598]
86 [0.6172,49.0135] [0.6763,75.5769]
87 [0.6299,46.2001] [0.5517,69.3105]
88 [0.6166,42.0381] [0.5946,61.3121]
89 [0.6281,36.8397] [0.6753,52.0287]
90 [0.6169,30.6901] [0.5480,41.6709]
91 [0.6340,24.0930] [0.6900,31.3944]
92 [0.6689,39.9507] [0.7242,106.1082]
93 [0.6350,83.6885] [0.5446,184.9767]
94 [0.6869,127.6367] [0.6261,259.3628]
95 [0.7086,174.4952] [0.7052,333.4243]
96 [0.7413,220.9127] [0.6348,400.5595]
97 [0.8006,262.0154] [1.0668,452.7909]
98 [0.8163,293.9482] [1.0456,490.1706]
99 [0.8610,316.5607] [0.5542,512.1097]
100 [0.9023,329.5555] [1.2200,520.5792]
101 [0.9146,333.7045] [1.6469,516.3116]
102 [0.9550,329.4132] [0.9395,500.4048]
103 [1.0167,318.5039] [1.3549,476.1169]
104 [0.9248,302.0497] [0.6947,444.7086]
105 [0.9527,281.6693] [1.0659,408.9303]
106 [1.1055,258.0610] [0.7800,368.7327]
107 [0.9799,231.3431] [0.6454,324.9048]
108 [0.9443,203.2317] [0.7166,280.7561]
109 [0.9767,175.3482] [0.6533,237.8805]
110 [0.8982,148.7663] [0.6585,197.1921]
111 [1.0141,123.9100] [0.6539,159.6906]
112 [0.9739,101.6866] [0.5761,144.6016]
113 [0.9815,84.1269] [0.9199,129.9354]
114 [0.9121,71.0496] [0.9082,113.0172]
115 [0.9462,65.3262] [1.3375,115.4117]
116 [0.9574,75.4228] [0.6820,132.2394]
117 [0.9662,90.7954] [0.6409,154.3614]
118 [0.9729,107.6722] [0.9079,177.6830]
119 [1.0015,124.5690] [1.2616,200.2584]
120 [1.0165,140.7172] [0.9245,222.6506]
121 [0.9955,155.9868] [0.6895,245.0830]
122 [0.9514,170.8298] [0.6728,268.0575]
123 [1.0162,186.1944] [1.2874,293.8584]
124 [0.9532,202.5888] [0.7272,321.6885]
125 [0.9689,221.1042] [0.6536,355.1528]
126 [0.9032,243.0320] [2.4157,393.8051]
127 [0.9613,267.0047] [0.7838,434.4153]
128 [0.9279,293.4554] [1.2268,479.5004]
129 [1.0626,322.2867] [0.6900,524.8018]
130 [0.9111,349.3769] [1.6417,565.2747]
131 [0.9350,374.7091] [2.5395,603.1716]
132 [1.0498,397.4182] [2.4092,633.0992]
133 [0.9492,414.0541] [1.4592,653.4982]
134 [0.9642,425.9930] [1.0684,666.5551]
135 [1.0489,432.5981] [1.9943,671.5407]
136 [1.0588,433.6483] [1.8949,666.7147]
137 [1.0951,428.6302] [3.0220,652.9004]
138 [1.0774,417.8180] [2.4063,630.5131]
139 [1.2123,402.3155] [0.8841,601.1749]
140 [1.1774,382.7162] [2.4865,566.7007]
141 [1.0585,360.2123] [2.1395,528.1430]
142 [1.2498,334.9193] [1.9309,485.2636]
143 [1.2308,307.2295] [1.8339,439.3498]
144 [1.2590,278.2651] [4.3457,391.9533]
145 [1.2108,248.2531] [3.3927,342.7235]
146 [1.0741,217.8509] [2.3106,294.2226]
147 [1.1626,188.2478] [5.2228,247.7219]
148 [1.3626,162.1251] [4.0868,232.4733]
149 [1.2813,145.8344] [2.7330,212.4712]
150 [1.2330,132.9720] [3.2514,190.4122]
151 [1.1570,120.9552] [3.0736,172.0028]
152 [1.1539,114.2340] [5.2215,161.9909]
153 [1.3828,112.7698] [3.6050,157.1307]
154 [1.3721,113.9403] [3.7217,157.1871]
155 [1.3175,116.1194] [3.8755,161.0726]
156 [1.1686,119.1698] [4.1172,164.0340]
157 [1.3806,123.0852] [3.4662,169.8909]
158 [1.2498,128.3492] [3.8347,182.6239]
159 [1.3142,136.2426] [4.3836,193.9678]
160 [1.2924,144.4059] [4.5952,204.6657]
161 [1.3908,152.1472] [4.0725,215.0965]
162 [1.4877,159.0789] [3.9708,223.0975]
163 [1.3726,164.4223] [5.6126,229.7836]
164 [1.3634,168.2436] [4.1330,233.7813]
165 [1.3607,170.6022] [2.9508,236.5792]
166 [1.3303,173.2573] [3.5709,240.3236]
167 [1.4200,176.2058] [1.7341,244.4121]
168 [1.2984,178.9008] [1.9580,247.7645]
169 [1.4506,182.7898] [3.5395,252.6884]
170 [1.3566,186.5936] [2.7622,257.9569]
171 [1.3725,190.2353] [1.0746,262.3872]
172 [1.3076,194.5536] [1.5062,268.5483]
173 [1.2761,200.0052] [1.0784,274.6129]
174 [1.3315,206.6585] [1.1988,281.3969]
175 [1.5074,213.6090] [3.0008,287.1982]
176 [1.4634,217.5816] [1.1756,293.5753]
177 [1.2830,218.0676] [2.4143,299.4915]
178 [1.5180,217.3896] [1.9939,300.3116]
179 [1.5057,213.1241] [1.6824,295.1104]
180 [1.3458,207.0993] [1.4811,287.0782]
181 [1.2699,200.1082] [1.0644,277.4709]
182 [1.1883,193.3179] [0.9114,268.3064]
183 [1.2024,187.3882] [2.0814,259.7211]
184 [1.2884,181.8447] [0.9782,251.6883]
185 [1.2249,176.9666] [1.3915,244.5245]
186 [1.2084,172.6653] [0.9789,238.6749]
187 [1.1287,169.3905] [1.1099,234.7210]
188 [1.0556,167.5304] [1.9806,233.0150]
189 [1.1218,166.7573] [1.3131,233.1081]
190 [1.0858,166.8181] [2.1120,234.1406]
191 [1.0790,167.5859] [1.8135,236.2546]
192 [1.0699,168.3498] [1.3733,238.9615]
193 [1.0932,169.4543] [1.5023,241.2637]
194 [1.0761,170.2401] [0.8998,243.9312]
195 [1.0976,171.1263] [1.5547,246.1770]
196 [0.9999,171.6802] [0.9093,248.1234]
197 [1.0474,172.2935] [1.0115,249.6161]
198 [1.0286,172.5094] [0.8249,250.4636]
199 [0.9745,172.5654] [1.5112,251.0767]
