sid,tid,fid,ss,et,label,score
1,42,25,2,340,1,0.6123535633087158
1,36,15,2,122,1,0.5356894135475159
1,28,20,2,414,1,0.784305989742279
1,22,5,3,65,1,0.0625273659825325
1,44,0,2,47,1,0.2244659960269928
1,26,0,2,269,0,0.8418412804603577
1,15,20,3,65,0,0.025670194998383522
1,13,0,2,337,1,0.5751339197158813
1,7,25,3,159,0,0.7703729271888733
1,13,25,2,337,1,0.6520766019821167
1,21,5,2,376,1,0.8913711309432983
1,5,20,2,489,1,0.9819064140319824
1,10,15,2,239,0,0.6599604487419128
1,18,15,2,128,0,0.19192638993263245
1,11,20,2,180,0,0.11375590413808823
1,18,20,2,128,0,0.2936502993106842
1,3,15,2,432,0,0.891628086566925
1,38,10,2,155,1,0.7823333740234375
1,2,0,2,359,0,0.8216102719306946
1,8,20,2,179,1,0.7796562314033508
1,1,20,2,297,1,0.9251828789710999
1,11,10,2,180,0,0.0040610963478684425
1,22,0,3,65,1,0.37628796696662903
1,11,25,2,180,0,0.03642498701810837
1,47,0,3,169,0,0.6668779253959656
1,36,25,2,122,1,0.8434270024299622
1,6,0,3,118,1,0.5452674627304077
1,46,15,2,128,1,0.5651856660842896
1,3,5,2,432,0,0.9068658351898193
1,29,0,2,468,1,0.2176656275987625
1,43,20,2,378,1,0.9176525473594666
1,17,5,3,102,1,0.005134966224431992
1,7,10,3,159,0,0.31025898456573486
1,27,25,2,393,0,0.8407068252563477
1,33,20,3,271,0,0.7001102566719055
1,46,5,2,128,1,0.1821237951517105
1,21,15,2,376,1,0.9128469824790955
1,34,25,3,292,0,0.824620246887207
1,42,5,2,340,1,0.7952292561531067
1,41,5,2,317,1,0.5059216618537903
1,25,0,2,186,1,0.38990405201911926
1,47,25,3,169,0,0.2371307611465454
1,40,10,3,257,0,0.7479370832443237
1,41,10,2,317,1,0.410247266292572
1,39,25,2,168,1,0.6508792042732239
1,23,10,2,108,1,0.9403888583183289
1,20,0,2,326,1,0.9815991520881653
1,28,15,2,414,1,0.3063163161277771
1,9,25,2,218,0,0.8858498334884644
1,34,20,3,292,0,0.6098066568374634
1,25,5,2,186,1,0.5606410503387451
1,30,20,3,114,0,0.2884296774864197
1,25,15,2,186,1,0.8230242729187012
1,25,10,2,186,1,0.5827109813690186
1,11,5,2,180,0,0.03784872964024544
1,41,15,2,317,1,0.4439253509044647
1,39,20,2,168,1,0.46693718433380127
1,5,0,2,489,1,0.8971213698387146
1,42,20,2,340,1,0.9514635801315308
1,41,25,2,317,1,0.7973304986953735
1,4,15,2,447,0,0.9153470993041992
1,0,15,3,251,0,0.4418393671512604
1,35,15,3,313,0,0.4937329888343811
1,17,0,3,102,1,0.002461416646838188
1,38,15,2,155,1,0.33625906705856323
1,37,20,2,137,1,0.8157106041908264
1,9,5,2,218,0,0.8918463587760925
1,39,5,2,168,1,0.9834725856781006
1,6,10,3,118,1,0.8074201941490173
1,34,10,3,292,0,0.48261427879333496
1,39,10,2,168,1,0.9708293080329895
1,47,5,3,169,0,0.46308189630508423
1,0,20,3,251,0,0.5112535953521729
1,7,0,3,159,0,0.9509404301643372
1,1,15,2,297,1,0.958465039730072
1,8,10,2,179,1,0.9513887763023376
1,40,15,3,257,0,0.8929322957992554
1,28,5,2,414,1,0.7737306356430054
1,10,10,2,239,0,0.4718742370605469
1,12,5,2,249,1,0.043146297335624695
1,36,20,2,122,1,0.5479227900505066
1,39,0,2,168,1,0.9769312739372253
1,40,20,3,257,0,0.6131607294082642
1,17,10,3,102,1,0.010817519389092922
1,5,25,2,489,1,0.9752957820892334
1,16,20,2,78,0,0.014143096283078194
1,28,10,2,414,1,0.5368788242340088
1,11,15,2,180,0,0.014215855859220028
1,46,10,2,128,1,0.37515634298324585
1,31,15,3,128,0,0.1793062835931778
1,16,5,2,78,0,0.11332997679710388
1,16,0,2,78,0,0.03251232951879501
1,23,0,2,108,1,0.6843883395195007
1,24,5,2,127,1,0.8923062086105347
1,29,25,2,468,1,0.903600811958313
1,24,10,2,127,1,0.9426286816596985
1,9,10,2,218,0,0.6925857067108154
1,28,25,2,414,1,0.6348618268966675
1,3,0,2,432,0,0.9558465480804443
1,12,25,2,249,1,0.46583059430122375
1,44,20,2,47,1,0.3345481753349304
1,14,25,3,54,0,0.0008132945513352752
1,41,20,2,317,1,0.4802170693874359
1,24,25,2,127,1,0.9630733728408813
1,21,0,2,376,1,0.929345428943634
1,12,0,2,249,1,0.07147330790758133
1,45,25,3,102,0,0.16066820919513702
1,26,25,2,269,0,0.960668683052063
1,5,15,2,489,1,0.9680928587913513
1,29,15,2,468,1,0.8606807589530945
1,4,10,2,447,0,0.6750892996788025
1,1,10,2,297,1,0.7213231921195984
1,19,5,3,166,0,0.03070235438644886
1,8,0,2,179,1,0.7768085598945618
1,42,0,2,340,1,0.844858705997467
1,16,25,2,78,0,0.016009176149964333
1,40,5,3,257,0,0.7295032143592834
1,43,0,2,378,1,0.9540064334869385
1,36,5,2,122,1,0.7177804708480835
1,2,10,2,359,0,0.5822587013244629
1,29,5,2,468,1,0.47401753067970276
1,45,20,3,102,0,0.47636833786964417
1,15,25,3,65,0,0.0038137526717036963
1,18,0,2,128,0,0.15996848046779633
1,2,20,2,359,0,0.9364575743675232
1,26,5,2,269,0,0.8672686815261841
1,22,20,3,65,1,0.3678021728992462
1,39,15,2,168,1,0.776889979839325
1,0,10,3,251,0,0.5421558022499084
1,27,15,2,393,0,0.09100200980901718
1,29,10,2,468,1,0.8589177131652832
1,27,5,2,393,0,0.045084644109010696
1,43,5,2,378,1,0.9646907448768616
1,24,15,2,127,1,0.7529594898223877
1,30,25,3,114,0,0.33915582299232483
1,27,20,2,393,0,0.3591639995574951
1,31,20,3,128,0,0.2597401440143585
1,37,0,2,137,1,0.9222026467323303
1,2,15,2,359,0,0.7631304860115051
1,33,10,3,271,0,0.8040648698806763
1,6,5,3,118,1,0.7272594571113586
1,45,15,3,102,0,0.32551300525665283
1,35,10,3,313,0,0.20007489621639252
1,13,5,2,337,1,0.2886342406272888
1,19,15,3,166,0,0.10827478021383286
1,36,0,2,122,1,0.6637828946113586
1,24,20,2,127,1,0.8470169901847839
1,34,5,3,292,0,0.4390720725059509
1,15,0,3,65,0,0.024622587487101555
1,17,15,3,102,1,0.009313495829701424
1,32,15,3,252,0,0.758364737033844
1,4,0,2,447,0,0.5749055743217468
1,7,5,3,159,0,0.8806796073913574
1,10,0,2,239,0,0.749372124671936
1,8,15,2,179,1,0.9727756381034851
1,24,0,2,127,1,0.7901389598846436
1,30,0,3,114,0,0.2397310584783554
1,9,15,2,218,0,0.6651186347007751
1,45,10,3,102,0,0.23724764585494995
1,38,0,2,155,1,0.8545016646385193
1,16,15,2,78,0,0.004052161239087582
1,31,0,3,128,0,0.7084001302719116
1,4,5,2,447,0,0.7391529083251953
1,44,15,2,47,1,0.417574942111969
1,23,5,2,108,1,0.9077118039131165
1,47,10,3,169,0,0.07323908805847168
1,17,20,3,102,1,0.01748768612742424
1,3,10,2,432,0,0.8335042595863342
1,19,0,3,166,0,0.024579184129834175
1,42,10,2,340,1,0.7241584062576294
1,15,15,3,65,0,0.1408834159374237
1,38,25,2,155,1,0.7160512208938599
1,17,25,3,102,1,0.008389302529394627
1,12,10,2,249,1,0.5124719738960266
1,19,10,3,166,0,0.06489896774291992
1,23,15,2,108,1,0.9544792771339417
1,5,10,2,489,1,0.9079492092132568
1,34,15,3,292,0,0.43382254242897034
1,14,0,3,54,0,0.0027610838878899813
1,35,0,3,313,0,0.2905102074146271
1,43,15,2,378,1,0.9243521690368652
1,14,5,3,54,0,0.048825815320014954
1,35,20,3,313,0,0.2178349494934082
1,15,5,3,65,0,0.023096391931176186
1,2,25,2,359,0,0.7635983824729919
1,3,25,2,432,0,0.9301950931549072
1,44,5,2,47,1,0.5219379663467407
1,37,25,2,137,1,0.889624297618866
2,4,5,2,92,1,0.6884170770645142
2,42,5,3,217,1,0.3462149500846863
2,7,10,3,210,1,0.8250745534896851
2,14,0,3,193,1,0.1169227659702301
2,17,0,3,344,1,0.4061342775821686
2,10,5,2,89,0,0.15947900712490082
2,28,5,3,316,1,0.7811532020568848
2,31,5,2,58,0,0.1852901130914688
2,36,10,3,435,1,0.8605163097381592
2,28,20,3,316,1,0.3703904449939728
2,36,15,3,435,1,0.9491773247718811
2,29,0,2,336,1,0.8887929916381836
2,45,25,3,126,1,0.6837091445922852
2,8,10,2,72,1,0.1522400677204132
2,18,0,2,400,1,0.790658175945282
2,22,5,3,161,0,0.05336224287748337
2,45,15,3,126,1,0.08418449759483337
2,12,20,3,121,0,0.029486557468771935
2,27,20,2,297,0,0.29058313369750977
2,14,20,3,193,1,0.044444672763347626
2,1,20,3,274,0,0.8303261995315552
2,15,10,2,288,1,0.979654848575592
2,16,25,2,306,0,0.7083882689476013
2,39,10,3,190,0,0.8070954084396362
2,42,0,3,217,1,0.4645220935344696
2,19,0,3,423,0,0.43113574385643005
2,15,0,2,288,1,0.973506510257721
2,37,0,3,131,0,0.33619749546051025
2,9,0,2,479,1,0.8184478282928467
2,27,5,2,297,0,0.6408137083053589
2,43,10,3,385,1,0.07288383692502975
2,19,10,3,423,0,0.07499281316995621
2,15,25,2,288,1,0.9928759336471558
2,6,10,2,180,1,0.9820864200592041
2,36,5,3,435,1,0.18600958585739136
2,1,25,3,274,0,0.9401593208312988
2,32,20,3,87,0,0.18126097321510315
2,18,15,2,400,1,0.7309685945510864
2,16,10,2,306,0,0.8079409003257751
2,17,15,3,344,1,0.5300360321998596
2,9,25,2,479,1,0.5860159397125244
2,4,20,2,92,1,0.14774271845817566
2,33,15,2,198,1,0.45860517024993896
2,40,25,3,210,0,0.26014983654022217
2,14,5,3,193,1,0.07004020363092422
2,1,15,3,274,0,0.9102174043655396
2,43,15,3,385,1,0.015499347820878029
2,2,25,2,328,1,0.9891256093978882
2,38,0,2,147,0,0.44031837582588196
2,19,15,3,423,0,0.07288061827421188
2,32,15,3,87,0,0.4648846983909607
2,41,10,2,18,1,0.3701179027557373
2,19,20,3,423,0,0.0644463524222374
2,34,5,3,27,1,0.5991274118423462
2,30,25,2,393,1,0.24459925293922424
2,22,0,3,161,0,0.16024771332740784
2,8,5,2,72,1,0.41681233048439026
2,31,20,2,58,0,0.39687299728393555
2,25,10,3,255,0,0.24285352230072021
2,17,25,3,344,1,0.4444865584373474
2,2,10,2,328,1,0.9932475090026855
2,9,5,2,479,1,0.6277765035629272
2,12,25,3,121,0,0.10898101329803467
2,31,25,2,58,0,0.00670485058799386
2,6,5,2,180,1,0.9611666798591614
2,16,20,2,306,0,0.8096356391906738
2,44,5,2,85,1,0.2960318326950073
2,45,10,3,126,1,0.15575186908245087
2,41,5,2,18,1,0.08424999564886093
2,40,0,3,210,0,0.3768869638442993
2,37,15,3,131,0,0.6527681946754456
2,43,20,3,385,1,0.01318710669875145
2,32,0,3,87,0,0.028129534795880318
2,29,10,2,336,1,0.9367073774337769
2,29,15,2,336,1,0.512287437915802
2,13,5,3,136,1,0.318258672952652
2,11,5,3,103,0,0.07856979966163635
2,44,0,2,85,1,0.0910402238368988
2,9,10,2,479,1,0.5479864478111267
2,20,0,3,58,0,0.11754083633422852
2,13,20,3,136,1,0.5315467119216919
2,27,15,2,297,0,0.9432321786880493
2,13,15,3,136,1,0.3421948254108429
2,16,5,2,306,0,0.6000605821609497
2,40,20,3,210,0,0.17238105833530426
2,30,20,2,393,1,0.11501358449459076
2,6,25,2,180,1,0.9910436868667603
2,37,5,3,131,0,0.426851749420166
2,30,10,2,393,1,0.4511350989341736
2,42,15,3,217,1,0.3694039583206177
2,28,15,3,316,1,0.5753538012504578
2,26,25,2,273,1,0.907048225402832
2,21,25,2,140,1,0.932776689529419
2,34,10,3,27,1,0.4146016538143158
2,40,10,3,210,0,0.3202733099460602
2,42,25,3,217,1,0.0023651898372918367
2,0,20,3,252,0,0.3322516083717346
2,33,25,2,198,1,0.5953455567359924
2,1,5,3,274,0,0.4570072293281555
2,2,20,2,328,1,0.9206343293190002
2,34,20,3,27,1,0.2027077078819275
2,41,20,2,18,1,0.5078808665275574
2,34,25,3,27,1,0.36229076981544495
2,37,25,3,131,0,0.20297953486442566
2,28,25,3,316,1,0.10714677721261978
2,22,20,3,161,0,0.09996584057807922
2,18,10,2,400,1,0.879409670829773
2,25,5,3,255,0,0.0893823504447937
2,5,20,2,161,1,0.8336224555969238
2,11,15,3,103,0,0.08697162568569183
2,35,20,2,373,1,0.5547296404838562
2,45,20,3,126,1,0.3673132658004761
2,11,10,3,103,0,0.0559825673699379
2,19,5,3,423,0,0.2306775599718094
2,29,5,2,336,1,0.9794629812240601
2,36,20,3,435,1,0.26612481474876404
2,3,0,3,382,1,0.17016617953777313
2,9,15,2,479,1,0.5498911142349243
2,35,10,2,373,1,0.8280628323554993
2,27,25,2,297,0,0.4515613913536072
2,26,5,2,273,1,0.9320839047431946
2,29,20,2,336,1,0.7954064607620239
2,23,20,3,182,1,0.26991918683052063
2,8,25,2,72,1,0.7520946264266968
2,6,20,2,180,1,0.9849550724029541
2,41,25,2,18,1,0.28687065839767456
2,20,5,3,58,0,0.22457948327064514
2,16,0,2,306,0,0.7059652209281921
2,25,25,3,255,0,0.02223443053662777
2,23,15,3,182,1,0.42879435420036316
2,38,15,2,147,0,0.7376648187637329
2,10,0,2,89,0,0.05940631777048111
2,4,25,2,92,1,0.08816566318273544
2,45,5,3,126,1,0.05015842616558075
2,13,0,3,136,1,0.4866865575313568
2,24,25,2,20,1,0.2201150804758072
2,20,10,3,58,0,0.413428395986557
2,12,15,3,121,0,0.07216998934745789
2,5,10,2,161,1,0.7494385838508606
2,40,5,3,210,0,0.0812026783823967
2,33,10,2,198,1,0.8883287310600281
2,35,5,2,373,1,0.5817371606826782
2,25,20,3,255,0,0.03767559677362442
2,39,20,3,190,0,0.83748859167099
2,39,0,3,190,0,0.8646726012229919
2,15,20,2,288,1,0.9829167723655701
2,36,0,3,435,1,0.028079811483621597
2,30,5,2,393,1,0.6992878317832947
2,44,20,2,85,1,0.48928695917129517
2,0,10,3,252,0,0.9783608913421631
2,19,25,3,423,0,0.04360668361186981
2,41,15,2,18,1,0.6140131950378418
2,11,20,3,103,0,0.2749805748462677
2,29,25,2,336,1,0.9310763478279114
2,10,10,2,89,0,0.7787672281265259
2,21,15,2,140,1,0.9600018858909607
2,24,15,2,20,1,0.7017487287521362
2,32,10,3,87,0,0.21230170130729675
2,8,15,2,72,1,0.026171667501330376
2,3,25,3,382,1,0.368329793214798
2,15,5,2,288,1,0.9658482074737549
2,24,10,2,20,1,0.2930365204811096
2,44,10,2,85,1,0.05994907766580582
2,5,5,2,161,1,0.69391268491745
2,31,15,2,58,0,0.6316248178482056
2,12,0,3,121,0,0.03970713168382645
2,38,5,2,147,0,0.4500318765640259
2,23,10,3,182,1,0.5654376149177551
2,31,10,2,58,0,0.8675387501716614
2,28,10,3,316,1,0.9614364504814148
2,8,20,2,72,1,0.0600624717772007
2,43,5,3,385,1,0.4035589098930359
2,22,25,3,161,0,0.3556953966617584
2,38,20,2,147,0,0.49422356486320496
2,4,15,2,92,1,0.10130135715007782
2,18,5,2,400,1,0.9242246747016907
2,0,0,3,252,0,0.8829371929168701
2,0,5,3,252,0,0.9435932040214539
2,8,0,2,72,1,0.3971138596534729
2,10,20,2,89,0,0.19659553468227386
2,7,25,3,210,1,0.8475072979927063
2,37,10,3,131,0,0.33499160408973694
2,9,20,2,479,1,0.4426268935203552
2,37,20,3,131,0,0.20554880797863007
2,31,0,2,58,0,0.2678327262401581
2,6,0,2,180,1,0.9967684745788574
2,25,15,3,255,0,0.28228816390037537
2,5,15,2,161,1,0.9246491193771362
2,2,15,2,328,1,0.9590315818786621
2,27,0,2,297,0,0.4308452904224396
2,3,15,3,382,1,0.5348487496376038
2,40,15,3,210,0,0.34454551339149475
2,15,15,2,288,1,0.962799608707428
2,7,0,3,210,1,0.8734405636787415
2,27,10,2,297,0,0.7200366258621216
2,42,20,3,217,1,0.010647662915289402
2,43,0,3,385,1,0.49131879210472107
2,17,10,3,344,1,0.0722544714808464
2,36,25,3,435,1,0.4421057105064392
2,5,25,2,161,1,0.8038370013237
2,17,20,3,344,1,0.8467774987220764
2,26,20,2,273,1,0.9007019400596619
2,7,15,3,210,1,0.8788990378379822
2,4,10,2,92,1,0.4623243808746338
2,5,0,2,161,1,0.9522272944450378
2,6,15,2,180,1,0.9940531849861145
2,18,25,2,400,1,0.9460423588752747
2,28,0,3,316,1,0.6447120904922485
2,14,15,3,193,1,0.02096501924097538
2,33,20,2,198,1,0.6988822817802429
2,2,0,2,328,1,0.981504499912262
2,35,0,2,373,1,0.10469432920217514
2,34,15,3,27,1,0.22642220556735992
2,21,5,2,140,1,0.973159670829773
2,39,25,3,190,0,0.22782234847545624
2,10,15,2,89,0,0.552393913269043
2,30,15,2,393,1,0.09725134819746017
2,43,25,3,385,1,0.046947579830884933
2,18,20,2,400,1,0.4579305946826935
2,20,25,3,58,0,0.24292463064193726
2,11,25,3,103,0,0.16694100201129913
2,2,5,2,328,1,0.9787130355834961
2,42,10,3,217,1,0.49088209867477417
2,26,15,2,273,1,0.9210118055343628
2,23,5,3,182,1,0.17810267210006714
2,41,0,2,18,1,0.401492714881897
2,44,15,2,85,1,0.13245409727096558
2,21,10,2,140,1,0.9709511399269104
2,3,10,3,382,1,0.15502507984638214
2,0,25,3,252,0,0.6998188495635986
2,20,15,3,58,0,0.26988157629966736
2,21,0,2,140,1,0.9408273100852966
2,24,5,2,20,1,0.013185009360313416
2,12,10,3,121,0,0.007902258075773716
2,14,25,3,193,1,0.15495255589485168
2,39,15,3,190,0,0.9585269689559937
2,45,0,3,126,1,0.0650007575750351
2,39,5,3,190,0,0.3644689917564392
2,23,25,3,182,1,0.1308043748140335
2,0,15,3,252,0,0.8179907202720642
2,21,20,2,140,1,0.9560970067977905
2,33,0,2,198,1,0.39081165194511414
2,1,10,3,274,0,0.8569185733795166
2,7,20,3,210,1,0.7251808643341064
2,12,5,3,121,0,0.0076089040376245975
2,1,0,3,274,0,0.48091450333595276
2,34,0,3,27,1,0.061171263456344604
2,22,15,3,161,0,0.5681031942367554
2,23,0,3,182,1,0.05909057334065437
2,13,10,3,136,1,0.3917708694934845
2,17,5,3,344,1,0.2506175935268402
2,4,0,2,92,1,0.9248192310333252
2,32,5,3,87,0,0.06026580557227135
2,38,10,2,147,0,0.7349593043327332
2,24,20,2,20,1,0.2433476597070694
2,26,10,2,273,1,0.9301153421401978
2,35,25,2,373,1,0.051990754902362823
2,3,20,3,382,1,0.7653913497924805
2,32,25,3,87,0,0.5802306532859802
2,44,25,2,85,1,0.14106185734272003
2,11,0,3,103,0,0.16319133341312408
2,10,25,2,89,0,0.03408188372850418
2,25,0,3,255,0,0.09668034315109253
2,7,5,3,210,1,0.5660623908042908
2,22,10,3,161,0,0.7897905111312866
2,35,15,2,373,1,0.31367403268814087
2,13,25,3,136,1,0.46179237961769104
2,38,25,2,147,0,0.0864594355225563
2,24,0,2,20,1,0.05590737611055374
2,14,10,3,193,1,0.03130173683166504
2,33,5,2,198,1,0.7404175996780396
2,3,5,3,382,1,0.5008895397186279
2,16,15,2,306,0,0.5629292726516724
2,30,0,2,393,1,0.46904072165489197
2,26,0,2,273,1,0.9312385320663452
2,20,20,3,58,0,0.3203665018081665
3,11,15,2,267,1,0.8277611136436462
3,3,5,2,346,0,0.2440490573644638
3,15,5,3,143,0,0.17204418778419495
3,19,5,2,347,1,0.7409911155700684
3,16,15,3,159,0,0.6110287308692932
3,9,25,3,226,1,0.14088404178619385
3,12,5,2,404,1,0.9325345754623413
3,19,10,2,347,1,0.6944154500961304
3,11,10,2,267,1,0.8493960499763489
3,3,15,2,346,0,0.5330328941345215
3,8,5,3,202,0,0.10226920247077942
3,35,5,3,139,1,0.10812161862850189
3,7,10,2,180,1,0.6420735120773315
3,16,10,3,159,0,0.7124683856964111
3,20,5,3,85,0,0.2998962700366974
3,27,15,3,346,1,0.44156280159950256
3,24,25,2,21,1,0.8428506851196289
3,6,15,3,113,0,0.19020713865756989
3,9,0,3,226,1,0.04741281643509865
3,6,5,3,113,0,0.28731364011764526
3,17,0,3,183,0,0.18717530369758606
3,5,10,2,411,1,0.807969331741333
3,11,20,2,267,1,0.8256939649581909
3,25,5,2,298,1,0.6845866441726685
3,18,0,2,318,1,0.8232338428497314
3,14,10,3,81,1,0.30754053592681885
3,12,20,2,404,1,0.9765772223472595
3,32,10,3,214,1,0.2754211723804474
3,15,15,3,143,0,0.35583895444869995
3,34,20,3,357,0,0.23894833028316498
3,31,5,2,182,1,0.9119423031806946
3,22,10,3,187,0,0.10486260056495667
3,35,0,3,139,1,0.2202272117137909
3,26,0,3,316,1,0.558578372001648
3,34,15,3,357,0,0.2309878021478653
3,10,15,2,243,1,0.7788889408111572
3,4,25,3,372,0,0.2178928554058075
3,28,15,2,432,1,0.9055904150009155
3,33,20,2,37,1,0.19838371872901917
3,17,25,3,183,0,0.295259565114975
3,2,15,3,310,0,0.21383947134017944
3,21,25,3,105,0,0.2886468470096588
3,14,0,3,81,1,0.4732057452201843
3,18,10,2,318,1,0.6501782536506653
3,36,5,3,183,0,0.23868943750858307
3,22,15,3,187,0,0.2351156324148178
3,26,15,3,316,1,0.3429704010486603
3,34,0,3,357,0,0.32855331897735596
3,26,25,3,316,1,0.5054555535316467
3,31,10,2,182,1,0.9618695974349976
3,19,15,2,347,1,0.7792478799819946
3,23,10,2,242,0,0.654060959815979
3,34,25,3,357,0,0.5114181637763977
3,20,25,3,85,0,0.3220212161540985
3,18,25,2,318,1,0.7874091863632202
3,32,25,3,214,1,0.22390517592430115
3,16,25,3,159,0,0.46517524123191833
3,22,25,3,187,0,0.11105126142501831
3,5,25,2,411,1,0.9121898412704468
3,24,15,2,21,1,0.7838925123214722
3,14,20,3,81,1,0.1127350702881813
3,20,20,3,85,0,0.22313649952411652
3,34,5,3,357,0,0.37324655055999756
3,8,10,3,202,0,0.11097215861082077
3,29,25,3,122,1,0.11759410798549652
3,28,25,2,432,1,0.5501158833503723
3,28,0,2,432,1,0.8411367535591125
3,23,20,2,242,0,0.4090505838394165
3,27,20,3,346,1,0.5394953489303589
3,3,10,2,346,0,0.36854857206344604
3,15,0,3,143,0,0.2550012767314911
3,17,15,3,183,0,0.3613954484462738
3,22,20,3,187,0,0.10175015032291412
3,4,5,3,372,0,0.15344037115573883
3,21,15,3,105,0,0.20016463100910187
3,16,20,3,159,0,0.6233288645744324
3,12,0,2,404,1,0.9113141894340515
3,37,20,3,238,1,0.48826658725738525
3,17,10,3,183,0,0.11710753291845322
3,6,25,3,113,0,0.24012736976146698
3,22,0,3,187,0,0.05017568916082382
3,0,25,2,275,0,0.7513648271560669
3,26,10,3,316,1,0.33069276809692383
3,24,0,2,21,1,0.6253138780593872
3,37,25,3,238,1,0.37169021368026733
3,8,25,3,202,0,0.12060365080833435
3,13,15,3,57,0,0.07203485071659088
3,6,0,3,113,0,0.12265632301568985
3,11,0,2,267,1,0.8195081949234009
3,36,0,3,183,0,0.26148271560668945
3,7,15,2,180,1,0.482662558555603
3,31,15,2,182,1,0.9262260794639587
3,25,15,2,298,1,0.6546961069107056
3,14,25,3,81,1,0.15969274938106537
3,32,0,3,214,1,0.1666104644536972
3,25,0,2,298,1,0.7035679221153259
3,36,15,3,183,0,0.3598027229309082
3,1,25,3,291,0,0.13958731293678284
3,27,5,3,346,1,0.2530328631401062
3,19,20,2,347,1,0.8929038047790527
3,7,0,2,180,1,0.7150033116340637
3,1,0,3,291,0,0.2412320375442505
3,37,10,3,238,1,0.4107491075992584
3,1,20,3,291,0,0.18581466376781464
3,36,20,3,183,0,0.2928329110145569
3,3,20,2,346,0,0.4515002965927124
3,20,10,3,85,0,0.32678303122520447
3,2,25,3,310,0,0.25267741084098816
3,32,5,3,214,1,0.27160072326660156
3,28,20,2,432,1,0.7767876982688904
3,7,20,2,180,1,0.6446921229362488
3,27,25,3,346,1,0.35969462990760803
3,1,15,3,291,0,0.16005286574363708
3,5,5,2,411,1,0.9069405794143677
3,2,10,3,310,0,0.10086210817098618
3,29,15,3,122,1,0.22302521765232086
3,13,10,3,57,0,0.25563082098960876
3,3,0,2,346,0,0.5133418440818787
3,27,0,3,346,1,0.34485843777656555
3,8,0,3,202,0,0.10456084460020065
3,8,15,3,202,0,0.18521057069301605
3,16,5,3,159,0,0.4548347294330597
3,13,20,3,57,0,0.09745915979146957
3,25,20,2,298,1,0.7375937700271606
3,11,5,2,267,1,0.8235487937927246
3,15,20,3,143,0,0.16702614724636078
3,12,10,2,404,1,0.9172537326812744
3,35,10,3,139,1,0.1618625372648239
3,28,5,2,432,1,0.9091406464576721
3,21,20,3,105,0,0.22974015772342682
3,25,25,2,298,1,0.7826709151268005
3,36,25,3,183,0,0.30381032824516296
3,8,20,3,202,0,0.15560835599899292
3,9,20,3,226,1,0.07945742458105087
3,30,20,3,151,1,0.22139672935009003
3,29,20,3,122,1,0.2319243997335434
3,17,5,3,183,0,0.14105096459388733
3,19,25,2,347,1,0.6933454871177673
3,35,20,3,139,1,0.11398990452289581
3,12,15,2,404,1,0.9694988131523132
3,3,25,2,346,0,0.6732503771781921
3,33,0,2,37,1,0.12800204753875732
3,6,20,3,113,0,0.08795619755983353
3,0,0,2,275,0,0.4487525522708893
3,26,5,3,316,1,0.5082955956459045
3,7,5,2,180,1,0.8547104001045227
3,5,0,2,411,1,0.9715318083763123
3,30,5,3,151,1,0.48463302850723267
3,13,0,3,57,0,0.2815704941749573
3,23,15,2,242,0,0.49888256192207336
3,11,25,2,267,1,0.8510241508483887
3,37,15,3,238,1,0.5357124209403992
3,21,10,3,105,0,0.13883894681930542
3,4,20,3,372,0,0.17665551602840424
3,0,15,2,275,0,0.4553234577178955
3,18,5,2,318,1,0.7462339401245117
3,29,5,3,122,1,0.17979972064495087
3,5,15,2,411,1,0.9229862689971924
3,2,20,3,310,0,0.08845831453800201
3,4,0,3,372,0,0.15373246371746063
3,31,0,2,182,1,0.560192346572876
3,37,5,3,238,1,0.21236495673656464
3,30,0,3,151,1,0.2577233612537384
3,33,5,2,37,1,0.2372938096523285
3,20,15,3,85,0,0.30362170934677124
3,14,15,3,81,1,0.20018844306468964
3,32,15,3,214,1,0.28813090920448303
3,4,10,3,372,0,0.1884213089942932
3,1,10,3,291,0,0.13206681609153748
3,10,20,2,243,1,0.8571830987930298
3,13,25,3,57,0,0.08234290033578873
3,17,20,3,183,0,0.31984826922416687
3,16,0,3,159,0,0.27758198976516724
3,30,15,3,151,1,0.30109670758247375
3,19,0,2,347,1,0.641514778137207
3,30,25,3,151,1,0.2924157977104187
3,24,20,2,21,1,0.5953637957572937
3,24,5,2,21,1,0.6468996405601501
3,33,25,2,37,1,0.2608063519001007
3,0,5,2,275,0,0.3274727165699005
3,18,20,2,318,1,0.8914167881011963
3,9,10,3,226,1,0.03760860115289688
3,12,25,2,404,1,0.9490456581115723
3,14,5,3,81,1,0.2117157280445099
3,5,20,2,411,1,0.7135632634162903
3,10,25,2,243,1,0.9004218578338623
3,10,10,2,243,1,0.8359953165054321
3,31,25,2,182,1,0.9771003723144531
3,23,25,2,242,0,0.36302614212036133
3,2,0,3,310,0,0.08559010177850723
3,20,0,3,85,0,0.48640304803848267
3,33,15,2,37,1,0.17406125366687775
3,32,20,3,214,1,0.22904907166957855
3,9,5,3,226,1,0.068060502409935
3,15,10,3,143,0,0.3284994065761566
3,0,20,2,275,0,0.41690850257873535
3,35,15,3,139,1,0.11812737584114075
3,9,15,3,226,1,0.0587523877620697
3,4,15,3,372,0,0.21911947429180145
3,26,20,3,316,1,0.30469611287117004
3,27,10,3,346,1,0.3201160132884979
3,34,10,3,357,0,0.2900460958480835
3,28,10,2,432,1,0.9351301193237305
