epoch training validation
0 [0.6533,1.9459] [0.6601,1.9980]
164 [0.4321,62.3566] [0.8236,106.9200]
165 [0.4190,63.1275] [0.8355,107.4128]
166 [0.4198,63.6747] [0.8691,107.6358]
167 [0.4300,63.9337] [0.8426,107.5989]
168 [0.4274,64.0137] [0.8961,107.1032]
169 [0.4042,63.6361] [0.8342,106.0995]
170 [0.4192,62.9875] [0.8710,104.6048]
171 [0.4238,61.8442] [0.8242,102.4581]
172 [0.4403,60.3391] [0.8484,99.5665]
173 [0.4172,58.2556] [0.8636,95.9254]
174 [0.4218,55.7915] [0.9053,91.7232]
175 [0.4132,52.8499] [0.8834,86.8440]
176 [0.4153,49.5509] [0.9022,81.3640]
177 [0.4147,45.9525] [0.8381,75.3717]
178 [0.4062,42.0915] [0.9180,68.9059]
179 [0.3963,38.0067] [0.8801,62.1431]
180 [0.3941,33.8591] [0.9092,56.6534]
181 [0.3846,37.6530] [0.9427,88.8105]
182 [0.3636,61.8609] [1.0928,144.8120]
183 [0.4131,97.3532] [1.0021,214.5265]
184 [0.4213,139.4548] [1.0128,282.5926]
185 [0.4192,179.2185] [1.1949,336.6210]
186 [0.5005,208.1657] [0.9667,366.0796]
187 [0.4738,221.2979] [0.9706,374.1933]
188 [0.5109,222.9451] [1.0457,367.1122]
189 [0.5626,214.2378] [1.0071,345.4445]
190 [0.5350,197.6502] [1.0067,314.5584]
191 [0.5788,176.2618] [1.0267,278.6535]
192 [0.5655,152.4268] [1.0305,240.8804]
193 [0.6055,128.6639] [1.1787,204.1934]
194 [0.6072,109.8195] [1.1089,183.7955]
195 [0.5446,101.8900] [1.1600,177.4630]
196 [0.5185,99.8297] [1.3962,173.1675]
197 [0.5400,97.4712] [1.2834,168.3081]
198 [0.5726,94.2952] [1.1858,162.1156]
199 [0.5462,90.4712] [1.1448,155.1251]
